omega_rad_s,Re,Im
0.001,39.99994790005261,-0.049999947475052625
0.0010023056227909427,39.99994765953025,-0.050115228250453565
0.0010046165614783385,39.999947417897495,-0.05023077481815259
0.0010069328283186414,39.99994717514924,-0.05034658779095493
0.0010092544355965601,39.99994693128031,-0.05046266778307836
0.0010115813956251317,39.999946686285554,-0.05057901541015699
0.0010139137207457786,39.99994644015978,-0.050695631289244106
0.0010162514233283786,39.99994619289774,-0.05081251603881555
0.0010185945157713324,39.9999459444942,-0.0509296702787733
0.001020943010501624,39.9999456949439,-0.05104709463044828
0.0010232969199748892,39.99994544424153,-0.05116478971660392
0.0010256562566754847,39.99994519238179,-0.051282756161439555
0.0010280210331165475,39.99994493935932,-0.051400994590593406
0.0010303912618400695,39.999944685168764,-0.05151950563114632
0.0010327669554169561,39.99994442980472,-0.05163828991162469
0.001035148126447097,39.99994417326177,-0.051757348062003945
0.001037534787559435,39.99994391553448,-0.05187668071371213
0.001039926951412027,39.999943656617376,-0.051996288499632774
0.001042324630692118,39.999943396504975,-0.05211617205410874
0.0010447278381162026,39.99994313519175,-0.05223633201294521
0.0010471365864300945,39.99994287267215,-0.05235676901341315
0.0010495508884089978,39.99994260894063,-0.05247748369425298
0.0010519707568575677,39.99994234399157,-0.052598476695677486
0.0010543962046099826,39.99994207781936,-0.05271974865937549
0.001056827244530015,39.999941810418356,-0.05284130022851541
0.0010592638895110915,39.99994154178288,-0.05296313204774816
0.0010617061524763709,39.99994127190723,-0.05308524476321119
0.0010641540463788043,39.9999410007857,-0.053207639022531394
0.0010666075842012083,39.99994072841251,-0.053330315474828804
0.001069066778956335,39.99994045478189,-0.05345327477072005
0.0010715316436869364,39.99994017988806,-0.053576517562321666
0.0010740021914658361,39.99993990372515,-0.053700044503253594
0.001076478435396002,39.99993962628733,-0.053823856248642846
0.0010789603886106084,39.9999393475687,-0.05394795345512658
0.0010814480642731134,39.99993906756335,-0.05407233678085603
0.0010839414755773225,39.99993878626534,-0.05419700688549966
0.0010864406357474605,39.999938503668716,-0.054321964430246714
0.001088945558038246,39.99993821976746,-0.05444721007781096
0.0010914562557349538,39.99993793455556,-0.05457274449243388
0.0010939727421534933,39.999937648026965,-0.05469856833988848
0.0010964950306404724,39.9999373601756,-0.05482468228748256
0.0010990231345732713,39.99993707099535,-0.05495108700406236
0.0011015570673601168,39.999936780480084,-0.05507778316001634
0.0011040968424401462,39.99993648862365,-0.05520477142727829
0.001106642473283483,39.999936195419835,-0.05533205247933111
0.0011091939733913106,39.99993590086244,-0.05545962699121059
0.0011117513562959368,39.9999356049452,-0.055587495639508586
0.001114314635560874,39.999935307661836,-0.055715659102376976
0.001116883824780904,39.999935009006066,-0.05584411805953098
0.001119458937582153,39.99993470897152,-0.055972873192252845
0.001122039987622167,39.99993440755185,-0.05610192518339565
0.0011246269885899765,39.999934104740674,-0.05623127471738655
0.0011272199542061787,39.99993380053156,-0.05636092248023089
0.001129818898223002,39.99993349491802,-0.056490869159515254
0.0011324238344243816,39.999933187893625,-0.056621115444411604
0.0011350347766260372,39.99993287945183,-0.05675166202568084
0.0011376517386755386,39.9999325695861,-0.056882509595676194
0.0011402747344523834,39.99993225828985,-0.05701365884834711
0.001142903777868073,39.999931945556504,-0.057145110479243116
0.001145538882866179,39.9999316313794,-0.05727686518551698
0.0011481800634224263,39.999931315751866,-0.057408923665929
0.001150827333544759,39.99993099866724,-0.05754128662085027
0.0011534807072734183,39.99993068011877,-0.05767395475226655
0.0011561401986810208,39.99993036009972,-0.05780692876378215
0.0011588058218726248,39.99993003860326,-0.057940209360623295
0.0011614775909858102,39.99992971562262,-0.05807379724964217
0.0011641555201907562,39.999929391150914,-0.05820769313932067
0.0011668396236903086,39.99992906518127,-0.05834189773977382
0.0011695299157200641,39.99992873770676,-0.05847641176275404
0.0011722264105484374,39.99992840872047,-0.058611235921654486
0.0011749291224767418,39.99992807821538,-0.058746370931512984
0.0011776380658392663,39.999927746184504,-0.058881817509016
0.0011803532550033458,39.99992741262079,-0.05901757637250208
0.001183074704369445,39.99992707751717,-0.05915364824196608
0.0011858024283712269,39.99992674086653,-0.059290033839062554
0.0011885364414756336,39.99992640266172,-0.059426733887109846
0.0011912767581829659,39.99992606289557,-0.05956374911109399
0.0011940233930269528,39.99992572156087,-0.05970108023767225
0.0011967763605748333,39.99992537865038,-0.05983872799517721
0.001199535675427436,39.99992503415684,-0.0599766931136207
0.001202301352219249,39.999924688072916,-0.06011497632469733
0.001205073405618507,39.99992434039128,-0.06025357836178883
0.00120785185032726,39.999923991104566,-0.060392499959967524
0.0012106367010814557,39.999923640205346,-0.06053174185600034
0.0012134279726510207,39.99992328768619,-0.06067130478835299
0.001216225679839931,39.9999229335396,-0.06081118949719343
0.0012190298374862997,39.99992257775808,-0.06095139672439626
0.0012218404604624473,39.99992222033408,-0.061091927213546254
0.0012246575636749842,39.99992186126001,-0.061232781709942424
0.0012274811620648935,39.99992150052827,-0.06137396096060223
0.0012303112706076032,39.999921138131185,-0.06151546571426513
0.0012331479043130684,39.999920774061074,-0.06165729672139674
0.001235991078225856,39.99992040831022,-0.06179945473419304
0.001238840807425214,39.99992004087086,-0.061941940506583845
0.0012416971070251634,39.9999196717352,-0.06208475479423737
0.0012445599921745683,39.99991930089541,-0.06222789835456377
0.00124742947805722,39.99991892834362,-0.06237137194671937
0.0012503055798919226,39.999918554071925,-0.0625151763316108
0.001253188312932563,39.99991817807238,-0.06265931227189869
0.0012560776924682034,39.99991780033702,-0.06280378053200224
