t,y
0.0,0.0
0.008347245409015025,0.008312503888591394
0.01669449081803005,0.016555910056284984
0.025041736227045072,0.024730792878154495
0.0333889816360601,0.0328377219547783
0.041736227045075125,0.04087726215192822
0.050083472454090144,0.048849973639926936
0.05843071786310517,0.056756411932678885
0.0667779632721202,0.0645971279263775
0.07512520868113522,0.0723726679378891
0.08347245409015025,0.08008357374281916
0.09181969949916527,0.08773038261326105
0.10016694490818029,0.0953136273552323
0.10851419031719532,0.10283383634579757
0.11686143572621034,0.11029153356988586
0.12520868113522537,0.11768723865679898
0.1335559265442404,0.12502146691641813
0.1419031719532554,0.13229472937510955
0.15025041736227043,0.13950753281133021
0.15859766277128548,0.14666037979093982
0.1669449081803005,0.1537537687022168
0.17529215358931552,0.1607881937905854
0.18363939899833054,0.16776414519305305
0.19198664440734556,0.17468210897236103
0.20033388981636058,0.18154256715085237
0.20868113522537562,0.18834599774405758
0.21702838063439064,0.19509287479400095
0.22537562604340566,0.20178366840223083
0.23372287145242068,0.20841884476257444
0.2420701168614357,0.2149988661936213
0.25041736227045075,0.22152419117093558
0.25876460767946574,0.22799527435900158
0.2671118530884808,0.23441256664290322
0.27545909849749584,0.24077651515974097
0.2838063439065108,0.24708756332978554
0.2921535893155259,0.25334615088737555
0.30050083472454087,0.2595527139115561
0.3088480801335559,0.26570768485646323
0.31719532554257096,0.27181149258145676
0.32554257095158595,0.277864562381001
0.333889816360601,0.2838673160142986
0.342237061769616,0.2898201717346772
0.35058430717863104,0.29572354431873193
0.3589315525876461,0.301577845095226
0.3672787979966611,0.3073834819737503
0.3756260434056761,0.3131408594731463
0.3839732888146911,0.31885037874969024
0.39232053422370616,0.3245124376250461
0.40066777963272115,0.3301274306139831
0.4090150250417362,0.33569574895186505
0.41736227045075125,0.34121778062191055
0.42570951585976624,0.34669391038222586
0.4340567612687813,0.35212451979261405
0.4424040066777963,0.3575099872411611
0.4507512520868113,0.36285068797060005
0.4590984974958264,0.36814699410445784
0.46744574290484137,0.37339927467298284
0.4757929883138564,0.3786078956388579
0.4841402337228714,0.38377321992269986
0.49248747913188645,0.3888956074283466
0.5008347245409015,0.3939754150679339
0.5091819699499165,0.3990129967867637
0.5175292153589315,0.4040087035879666
0.5258764607679466,0.4089628835569584
0.5342237061769616,0.413875881885693
0.5425709515859766,0.41874804089671547
0.5509181969949917,0.42357970006701295
0.5592654424040067,0.42837119605166896
0.5676126878130217,0.43312286270732026
0.5759599332220366,0.4378350311154193
0.5843071786310517,0.44250802960530233
0.5926544240400667,0.4471421837770667
0.6010016694490817,0.45173781652425804
0.6093489148580968,0.4562952480563679
0.6176961602671118,0.46081479592114505
0.6260434056761268,0.4652967750267214
0.6343906510851419,0.4697414976635542
0.6427378964941569,0.47414927352618463
0.6510851419031719,0.4785204097348168
0.6594323873121869,0.48285521085671723
0.667779632721202,0.4871539789274356
0.676126878130217,0.49141701347184996
0.684474123539232,0.4956446115250367
0.6928213689482471,0.49983706765296687
0.7011686143572621,0.5039946739730309
0.7095158597662771,0.508117720174392
0.7178631051752922,0.5122064935381718
0.7262103505843072,0.5162612789574654
0.7345575959933222,0.5202823589571937
0.7429048414023371,0.5242700137137879
0.7512520868113522,0.5282245210747117
0.7595993322203672,0.5321461565778203
0.7679465776293822,0.5360351934705596
0.7762938230383973,0.5398919027290052
0.7846410684474123,0.5437165530767427
0.7929883138564273,0.5475094110035923
0.8013355592654423,0.5512707407841759
0.8096828046744574,0.5550008044963323
0.8180300500834724,0.5586998620393766
0.8263772954924874,0.5623681711522102
0.8347245409015025,0.5660059874312788
0.8430717863105175,0.5696135643483817
0.8514190317195325,0.5731911532683329
0.8597662771285476,0.5767390034664751
0.8681135225375626,0.5802573621460492
0.8764607679465776,0.5837464744554177
0.8848080133555926,0.587206583505147
0.8931552587646077,0.5906379303849454
0.9015025041736227,0.5940407541804624
0.9098497495826376,0.5974152919899469
0.9181969949916527,0.600761778940768
0.9265442404006677,0.6040804482057972
0.9348914858096827,0.6073715310196559
0.9432387312186978,0.6106352566948268
0.9515859766277128,0.6138718526376314
0.9599332220367278,0.6170815443640757
0.9682804674457428,0.6202645555155628
0.9766277128547579,0.6234211078744757
0.9849749582637729,0.6265514213796306
0.9933222036727879,0.6296557141416013
1.001669449081803,0.6327342024579169
1.010016694490818,0.6357871008281322
1.018363939899833,0.6388146219687734
1.026711185308848,0.6418169768281603
1.035058430717863,0.6447943746011038
1.0434056761268782,0.6477470227434817
1.0517529215358932,0.6506751269866944
1.0601001669449082,0.6535788913519993
1.0684474123539232,0.656458518164726
1.0767946577629381,0.659314208068374
1.0851419031719531,0.6621461600385936
1.0934891485809681,0.6649545713970484
1.1018363939899833,0.6677396378251652
1.1101836393989983,0.6705015533777683
1.1185308848080133,0.6732405104966005
1.1268781302170283,0.6759567000237316
1.1352253756260433,0.6786503112148564
1.1435726210350583,0.6813215317524806
1.1519198664440733,0.6839705477589983
1.1602671118530885,0.6865975438096612
1.1686143572621035,0.6892027029454375
1.1769616026711185,0.6917862066857673
1.1853088480801335,0.6943482350412093
1.1936560934891485,0.6968889665259841
1.2020033388981635,0.6994085781704119
1.2103505843071787,0.7019072455332476
1.2186978297161937,0.7043851427139134
1.2270450751252087,0.7068424423646295
1.2353923205342237,0.7092793157024435
1.2437395659432386,0.7116959325211609
1.2520868113522536,0.7140924612031754
1.2604340567612686,0.7164690687312016
1.2687813021702838,0.7188259206999095
1.2771285475792988,0.7211631813274626
1.2854757929883138,0.7234810134669606
1.2938230383973288,0.7257795786177859
1.3021702838063438,0.7280590369368567
1.3105175292153588,0.7303195472497863
1.3188647746243738,0.7325612670619497
1.327212020033389,0.7347843525694572
1.335559265442404,0.7369889586700389
1.343906510851419,0.7391752389738366
1.352253756260434,0.7413433458141075
1.360601001669449,0.7434934302578379
1.368948247078464,0.7456256421162688
1.377295492487479,0.7477401299553352
1.3856427378964942,0.7498370411060171
1.3939899833055092,0.751916521674605
1.4023372287145242,0.7539787165528801
1.4106844741235391,0.7560237694282106
1.4190317195325541,0.7580518227935624
1.4273789649415691,0.7600630179574286
