w,re,im
0.3192814,-0.39761174,-0.59056781
0.32673098,-0.41861122,-0.56249603
0.33435438,-0.43815377,-0.53316878
0.34215564,-0.45612053,-0.50266579
0.35013893,-0.47239611,-0.47107941
0.35830849,-0.48687006,-0.43851473
0.36666866,-0.49943829,-0.40508953
0.37522389,-0.51000464,-0.37093411
0.38397874,-0.5184825,-0.33619086
0.39293786,-0.52479635,-0.30101369
0.40210601,-0.52888343,-0.26556717
0.41148808,-0.53069527,-0.23002552
0.42108906,-0.53019918,-0.19457128
0.43091405,-0.52737968,-0.15939384
0.44096827,-0.5222397,-0.12468764
0.45125709,-0.51480169,-0.090650232
0.46178597,-0.50510845,-0.057480073
0.47256051,-0.4932237,-0.025374188
0.48358645,-0.4792324,0.0054743481
0.49486965,-0.46324072,0.034879026
0.50641611,-0.44537562,0.062662585
0.51823198,-0.4257841,0.088659711
0.53032354,-0.40463202,0.11271969
0.54269722,-0.38210262,0.13470895
0.55535961,-0.35839447,0.15451347
0.56831744,-0.33371924,0.17204088
0.58157761,-0.30829903,0.18722233
0.59514717,-0.28236338,0.20001402
0.60903334,-0.25614609,0.21039821
0.62324351,-0.22988183,0.21838387
0.63778523,-0.20380263,0.22400682
0.65266624,-0.17813429,0.2273293
0.66789447,-0.15309299,0.22843907
0.683478,-0.12888184,0.22744792
0.69942514,-0.1056878,0.22448979
0.71574435,-0.083678877,0.21971828
0.73244434,-0.063001679,0.21330385
0.74953397,-0.04377945,0.20543068
0.76702234,-0.026110616,0.19629321
0.78491876,-0.010067875,0.18609253
0.80323274,0.0043021473,0.17503273
0.82197403,0.016978655,0.16331722
0.8411526,0.027965889,0.1511452
0.86077865,0.037291799,0.13870834
0.88086262,0.045006247,0.12618774
0.9014152,0.051178786,0.11375128
0.92244731,0.055896111,0.10155142
0.94397016,0.059259254,0.089723436
0.96599518,0.061380621,0.07838417
0.98853409,0.062380953,0.067631309
1.0115989,0.062386319,0.057543142
1.0352019,0.061525205,0.048178801
1.0593555,0.059925787,0.039578928
1.0840728,0.057713444,0.031766735
1.1093667,0.055008577,0.024749367
1.1352508,0.051924749,0.018519534
1.1617389,0.04856719,0.013057311
1.1888449,0.045031655,0.0083320557
1.2165834,0.041403652,0.0043043737
1.2449692,0.037758008,0.00092805795
1.2740172,0.034158743,-0.0018480374
1.303743,0.030659238,-0.0040782441
1.3341624,0.027302633,-0.0058184798
1.3652915,0.02412243,-0.0071248298
1.3971469,0.021143247,-0.0080523261
1.4297456,0.018381682,-0.0086539324
1.4631049,0.015847245,-0.0089797346
1.4972425,0.013543325,-0.009076329
1.5321767,0.011468153,-0.0089863969
1.5679259,0.0096157341,-0.0087484472
1.6045093,0.0079767302,-0.0083967069
1.6419462,0.0065392737,-0.0079611391
1.6802567,0.0052897002,-0.0074675646
1.719461,0.0042131936,-0.0069378661
1.75958,0.0032943409,-0.0063902544
1.8006351,0.002517598,-0.0058395762
1.8426481,0.0018676678,-0.0052976491
1.8856414,0.0013297993,-0.0047736059
1.9296378,0.00089001179,-0.0042742398
1.9746607,0.0005352552,-0.0038043374
2.0207342,0.00025351291,-0.0033669949
2.0678826,3.3857219e-05,-0.0029639102
2.1161311,-0.00013353471,-0.0025956488
2.1655054,-0.00025739639,-0.0022618811
2.2160317,-0.00034541183,-0.00196159
2.2677368,-0.00040427309,-0.0016932509
2.3206484,-0.00043975025,-0.0014549831
2.3747945,-0.00045676881,-0.0012446772
2.430204,-0.00045949084,-0.0010600981
2.4869064,-0.00045139668,-0.00089896738
2.5449317,-0.00043536485,-0.00075902821
2.6043109,-0.00041374824,-0.00063809354
2.6650755,-0.00038844556,-0.00053408148
2.7272579,-0.00036096704,-0.0004450393
2.7908912,-0.00033249403,-0.00036915838
2.8560092,-0.00030393235,-0.00030478186
2.9226465,-0.00027595945,-0.00025040648
2.9908387,-0.00024906562,-0.00020468011
3.0606219,-0.00022358964,-0.00016639608
3.1320333,-0.00019974924,-0.00013448522
3.205111,-0.00017766691,-0.00010800646
3.2798937,-0.00015739155,-8.6136578e-05
3.3564212,-0.00013891639,-6.8159575e-05
3.4347344,-0.00012219364,-5.3456134e-05
3.5148747,-0.00010714651,-4.1493322e-05
3.5968849,-9.3678628e-05,-3.1814826e-05
3.6808086,-8.1681664e-05,-2.40318e-05
3.7666905,-7.1041115e-05,-1.781443e-05
3.8545761,-6.1640775e-05,-1.2884235e-05
3.9445124,-5.3366038e-05,-9.0071274e-06
4.036547,-4.6106279e-05,-5.9871991e-06
4.1307291,-3.9756497e-05,-3.6612179e-06
4.2271086,-3.4218372e-05,-1.8937777e-06
4.3257369,-2.9400867e-05,-5.7305784e-07
4.4266664,-2.5220478e-05,3.9286077e-07
4.5299508,-2.1601238e-05,1.0791801e-06
4.6356451,-1.8474515e-05,1.547121e-06
4.7438055,-1.5778688e-05,1.8462618e-06
4.8544896,-1.3458737e-05,2.0165291e-06
4.9677561,-1.146577e-05,2.0898823e-06
5.0836654,-9.7565398e-06,2.0917344e-06
5.2022792,-8.292937e-06,2.0421437e-06
5.3236605,-7.0415068e-06,1.95681e-06
5.4478739,-5.9729763e-06,1.8479034e-06
5.5749855,-5.0618096e-06,1.7247502e-06
5.7050629,-4.2857938e-06,1.5943997e-06
5.8381753,-3.6256562e-06,1.4620893e-06
5.9743935,-3.0647159e-06,1.3316237e-06
6.11379,-2.5885671e-06,1.2056855e-06
6.256439,-2.1847945e-06,1.0860845e-06
6.4024163,-1.8427196e-06,9.7396047e-07
6.5517995,-1.5531739e-06,8.6994406e-07
6.7046683,-1.308299e-06,7.7428583e-07
6.8611038,-1.1013699e-06,6.8695799e-07
7.0211893,-9.2664017e-07,6.0773426e-07
7.18501,-7.7920668e-07,5.3625207e-07
7.3526531,-6.5489109e-07,4.7206051e-07
7.5242076,-5.5013723e-07,4.1465673e-07
7.6997649,-4.6192203e-07,3.6351342e-07
7.8794183,-3.8767844e-07,3.1809891e-07
8.0632635,-3.2522889e-07,2.7789175e-07
8.2513982,-2.7272803e-07,2.4239074e-07
8.4439225,-2.2861352e-07,2.1112171e-07
8.6409389,-1.9156378e-07,1.8364156e-07
8.8425521,-1.6046183e-07,1.5954041e-07
9.0488695,-1.3436435e-07,1.3844233e-07
9.2600007,-1.1247529e-07,1.2000491e-07
9.4760581,-9.4123358e-08,1.0391822e-07
9.6971566,-7.8742841e-08,8.990317e-08
9.9234138,-6.585731e-08,7.7709602e-08
10.15495,-5.5065768e-08,6.7114209e-08
10.391889,-4.6030908e-08,5.7918363e-08
10.634356,-3.8469148e-08,4.9945957e-08
10.88248,-3.2142201e-08,4.3041304e-08
11.136394,-2.6849937e-08,3.7067128e-08
11.396232,-2.2424352e-08,3.1902672e-08
11.662132,-1.8724478e-08,2.7441942e-08
11.934237,-1.5632077e-08,2.3592087e-08
12.212691,-1.3048019e-08,2.0271911e-08
12.497641,-1.0889227e-08,1.7410535e-08
12.78924,-9.0861006e-09,1.4946176e-08
13.087643,-7.5803512e-09,1.2825058e-08
13.393008,-6.3231802e-09,1.1000438e-08
13.705498,-5.2737461e-09,9.4317316e-09
14.025279,-4.3978778e-09,8.083745e-09
14.352522,-3.6669933e-09,6.9259899e-09
14.6874,-3.0571918e-09,5.9320804e-09
15.030091,-2.5484923e-09,5.0792028e-09
15.380778,-2.1241952e-09,4.3476482e-09
15.739647,-1.7703462e-09,3.7204044e-09
16.10689,-1.4752881e-09,3.1827977e-09
16.482701,-1.2292845e-09,2.7221804e-09
16.867281,-1.0242048e-09,2.3276588e-09
17.260834,-8.5326109e-10,1.9898554e-09
17.663569,-7.1078719e-10,1.7007029e-09
18.075701,-5.9205419e-10,1.453265e-09
18.49745,-4.9311608e-10,1.2415809e-09
18.929038,-4.1068067e-10,1.060531e-09
19.370697,-3.4200167e-10,9.0571955e-10
19.82266,-2.8478851e-10,7.7337473e-10
20.285169,-2.37131e-10,6.6026099e-10
20.758469,-1.9743635e-10,5.6360409e-10
21.242813,-1.6437661e-10,4.8102615e-10
21.738457,-1.3684478e-10,4.1048978e-10
22.245666,-1.1391814e-10,3.5024992e-10
22.764709,-9.4827663e-11,2.9881233e-10
23.295863,-7.8932472e-11,2.5489798e-10
23.839409,-6.569856e-11,2.1741233e-10
24.395638,-5.4680996e-11,1.8541899e-10
24.964845,-4.5509103e-11,1.5811708e-10
25.547333,-3.7874096e-11,1.3482176e-10
26.143412,-3.1518768e-11,1.149476e-10
26.753399,-2.6228891e-11,9.7994218e-11
27.377618,-2.1826046e-11,8.3534036e-11
28.016402,-1.8161653e-11,7.1201756e-11
28.670089,-1.5111985e-11,6.0685347e-11
29.339029,-1.2574019e-11,5.1718326e-11
30.023577,-1.0461978e-11,4.4073148e-11
30.724097,-8.7044469e-12,3.7555549e-11
31.440962,-7.2419708e-12,3.1999704e-11
32.174553,-6.0250564e-12,2.7264085e-11
32.92526,-5.0125039e-12,2.3227915e-11
33.693483,-4.1700195e-12,1.9788145e-11
34.479631,-3.4690588e-12,1.6856857e-11
35.284121,-2.8858642e-12,1.4359055e-11
36.107381,-2.400663e-12,1.2230773e-11
36.949851,-1.9969996e-12,1.0417456e-11
37.811977,-1.6611797e-12,8.872584e-12
38.694218,-1.3818074e-12,7.5564904e-12
39.597044,-1.1493994e-12,6.4353557e-12
40.520936,-9.5606484e-13,5.4803487e-12
41.466384,-7.952377e-13,4.6668927e-12
42.433891,-6.6145472e-13,3.9740392e-12
43.423972,-5.5017026e-13,3.3839342e-12
44.437155,-4.5760232e-13,2.8813615e-12
45.473977,-3.806043e-13,2.4533545e-12
46.534991,-3.1655838e-13,2.0888641e-12
47.620761,-2.6328662e-13,1.7784758e-12
48.731864,-2.1897719e-13,1.5141685e-12
49.868892,-1.8212279e-13,1.2891084e-12
51.032449,-1.5146952e-13,1.0974737e-12
52.223155,-1.259743e-13,9.3430528e-13
53.441643,-1.0476943e-13,7.9537858e-13
54.688561,-8.7133126e-14,6.7709536e-13
55.964572,-7.2465004e-14,5.7639081e-13
57.270356,-6.0265644e-14,4.9065466e-13
58.606607,-5.0119634e-14,4.1766382e-13
59.974035,-4.1681444e-14,3.5552504e-13
61.373369,-3.466367e-14,3.0262603e-13
62.805353,-2.882726e-14,2.5759383e-13
64.270748,-2.3973387e-14,2.192593e-13
65.770334,-1.9936675e-14,1.8662691e-13
67.304909,-1.6579579e-14,1.5884901e-13
68.87529,-1.37877e-14,1.3520383e-13
70.482311,-1.1465891e-14,1.1507686e-13
72.126827,-9.5350185e-15,9.7944892e-14
73.809714,-7.929269e-15,8.3362468e-14
75.531867,-6.5939057e-15,7.0950354e-14
77.294201,-5.4834055e-15,6.0385686e-14
79.097655,-4.5599086e-15,5.1393607e-14
80.943187,-3.7919285e-15,4.3740127e-14
82.83178,-3.1532794e-15,3.7226054e-14
84.764438,-2.6221839e-15,3.1681825e-14
86.74219,-2.1805311e-15,2.6963096e-14
88.766088,-1.8132595e-15,2.2946998e-14
90.837207,-1.5078433e-15,1.9528942e-14
92.956651,-1.2538661e-15,1.6619899e-14
95.125546,-1.042665e-15,1.4144092e-14
97.345046,-8.6703612e-16,1.2037017e-14
99.616333,-7.2098865e-16,1.0243773e-14
101.94061,-5.9954054e-16,8.717629e-15
104.31913,-4.9854872e-16,7.4188115e-15
106.75313,-4.1456787e-16,6.3134669e-15
109.24393,-3.4473288e-16,5.3727818e-15
111.79285,-2.8666115e-16,4.5722327e-15
114.40124,-2.3837136e-16,3.8909475e-15
117.07048,-1.9821589e-16,3.3111621e-15
119.80201,-1.6482461e-16,2.8177575e-15
122.59727,-1.3705815e-16,2.3978664e-15
125.45775,-1.1396906e-16,2.0405377e-15
128.38497,-9.4769443e-17,1.7364513e-15
131.38049,-7.8804138e-17,1.4776754e-15
134.44591,-6.5528327e-17,1.2574594e-15
137.58284,-5.4488961e-17,1.0700583e-15
140.79297,-4.5309303e-17,9.1058306e-16
144.078,-3.7676077e-17,7.7487274e-16
147.43967,-3.1328777e-17,6.5938634e-16
150.87978,-2.6050778e-17,5.6111039e-16
154.40016,-2.1661945e-17,4.774804e-16
158.00268,-1.801249e-17,4.0631391e-16
161.68925,-1.4977855e-17,3.4575367e-16
165.46183,-1.2454464e-17,2.9421914e-16
169.32244,-1.0356191e-17,2.5036527e-16
173.27313,-8.6114187e-18,2.1304746e-16
177.31599,-7.1605928e-18,1.8129163e-16
181.45319,-5.9541928e-18,1.5426889e-16
185.68692,-4.9510404e-18,1.3127382e-16
190.01942,-4.1168944e-18,1.1170618e-16
194.45302,-3.423282e-18,9.5055119e-17
198.99006,-2.8465272e-18,8.0885961e-17
203.63296,-2.3669425e-18,6.882879e-17
208.38419,-1.9681574e-18,5.8568824e-17
213.24628,-1.6365591e-18,4.9838191e-17
218.22182,-1.3608282e-18,4.2408945e-17
223.31344,-1.1315524e-18,3.6087111e-17
228.52386,-9.409051e-19,3.0707627e-17
233.85585,-7.8237825e-19,2.6130029e-17
239.31226,-6.5056023e-19,2.2234791e-17
244.89597,-5.4095116e-19,1.8920202e-17
250.60996,-4.4980928e-19,1.609971e-17
256.45728,-3.7402325e-19,1.3699664e-17
262.44102,-3.1100589e-19,1.1657392e-17
268.56438,-2.5860593e-19,9.9195619e-18
274.83061,-2.1503451e-19,8.4407926e-18
281.24305,-1.7880421e-19,7.1824668e-18
287.80511,-1.4867815e-19,6.1117235e-18
294.52027,-1.2362788e-19,5.2006001e-18
301.39212,-1.0279822e-19,4.425302e-18
308.4243,-8.547805e-20,3.7655818e-18
315.62055,-7.1076089e-20,3.2042102e-18
322.98471,-5.9100659e-20,2.7265259e-18
330.5207,-4.9142927e-20,2.3200537e-18
338.23252,-4.086294e-20,1.9741774e-18
346.12427,-3.3978023e-20,1.679864e-18
354.20016,-2.8253127e-20,1.4294265e-18
362.46447,-2.3492803e-20,1.2163242e-18
370.92161,-1.9534534e-20,1.0349912e-18
379.57608,-1.6243186e-20,8.8069144e-19
388.43247,-1.350639e-20,7.4939488e-19
397.4955,-1.1230712e-20,6.3767221e-19
406.77,-9.3384592e-21,5.4260539e-19
416.26089,-7.7650291e-21,4.6171135e-19
425.97323,-6.4567042e-21,3.9287723e-19
435.91217,-5.3688173e-21,3.3430511e-19
446.08302,-4.4642274e-21,2.8446513e-19
456.49118,-3.712051e-21,2.4205549e-19
467.14218,-3.0866082e-21,2.0596845e-19
478.04169,-2.5665458e-21,1.7526143e-19
489.19552,-2.1341085e-21,1.4913236e-19
500.60959,-1.7745324e-21,1.2689874e-19
512.28998,-1.4755411e-21,1.0797983e-19
524.2429,-1.2269268e-21,9.1881457e-20
536.4747,-1.0202015e-21,7.8183122e-20
548.99191,-8.483073e-22,6.6527017e-20
561.80117,-7.0537559e-22,5.6608677e-20
574.9093,-5.8652647e-22,4.8169028e-20
588.32327,-4.8770226e-22,4.0987618e-20
602.05022,-4.0552898e-22,3.4876862e-20
616.09746,-3.372011e-22,2.9677141e-20
630.47244,-2.8038582e-22,2.5252631e-20
645.18284,-2.3314338e-22,2.148776e-20
660.23645,-1.9386084e-22,1.8284185e-20
675.64131,-1.6119704e-22,1.5558223e-20
691.40559,-1.3403679e-22,1.323867e-20
707.5377,-1.114528e-22,1.1264933e-20
724.0462,-9.2673994e-23,9.5854579e-21
740.93988,-7.7059249e-23,8.1563724e-21
758.22773,-6.4075447e-23,6.940347e-21
775.91895,-5.3279299e-23,5.905617e-21
794.02295,-4.4302204e-23,5.0251534e-21
812.54935,-3.683767e-23,4.2759571e-21
831.50802,-3.0630843e-23,3.6384575e-21
850.90904,-2.5469812e-23,3.096002e-21
870.76273,-2.1178369e-23,2.6344207e-21
891.07965,-1.7609996e-23,2.2416561e-21
911.87062,-1.4642863e-23,1.9074485e-21
933.14668,-1.2175666e-23,1.6230676e-21
954.91917,-1.012417e-23,1.3810849e-21
977.19966,-8.4183337e-24,1.1751793e-21
1000,-6.999916e-24,9.99972e-22
