t,D0.2,D0.5,D0.8,D1.0,D1.2
17.368684342171086,1.0141132595137559,1.0000726484749332,1.0000015357161258,0.9999994740381024,0.9998743026844276
17.378689344672335,1.0138073304227164,1.0000738470050905,1.0000015228125663,0.9999994789904881,0.9998749757992699
17.388694347173587,1.0135012438722095,1.000075026248564,1.0000015099627035,0.9999994838963958,0.9998756453095516
17.398699349674835,1.013195031068933,1.0000761862799021,1.000001497166961,0.9999994887562601,0.9998763112345754
17.408704352176088,1.0128887231075576,1.0000773271748247,1.0000014844257499,0.9999994935705114,0.9998769735935403
17.41870935467734,1.0125823509680678,1.0000784490102037,1.0000014717394694,0.9999994983395764,0.999877632405543
17.42871435717859,1.0122759455131256,1.0000795518640442,1.000001459108507,0.9999995030638775,0.9998782876895773
17.43871935967984,1.0119695374854552,1.000080635815465,1.0000014465332383,0.9999995077438335,0.9998789394645359
17.44872436218109,1.0116631575052517,1.0000817009446805,1.000001434014028,0.999999512379859,0.9998795877492098
17.45872936468234,1.0113568360676108,1.0000827473329807,1.0000014215512287,0.9999995169723648,0.9998802325622899
17.46873436718359,1.0110506035399824,1.0000837750627136,1.0000014091451823,0.999999521521758,0.9998808739223666
17.478739369684842,1.0107444901596467,1.000084784217265,1.0000013967962196,0.9999995260284419,0.9998815118479308
17.488744372186094,1.0104385260312134,1.0000857748810414,1.00000138450466,0.999999530492816,0.9998821463573747
17.498749374687343,1.0101327411241439,1.0000867471394501,1.0000013722708128,0.9999995349152759,0.9998827774689917
17.508754377188595,1.0098271652702975,1.0000877010788818,1.0000013600949762,0.9999995392962139,0.9998834052009772
17.518759379689843,1.009521828161501,1.0000886367866915,1.0000013479774381,0.9999995436360183,0.9998840295714294
17.528764382191095,1.0092167593471413,1.0000895543511805,1.000001335918476,0.9999995479350738,0.9998846505983494
17.538769384692344,1.008911988231782,1.0000904538615782,1.0000013239183574,0.9999995521937619,0.9998852682996421
17.548774387193596,1.008607544072806,1.000091335408024,1.000001311977339,0.9999995564124601,0.9998858826931162
17.55877938969485,1.0083034559780784,1.000092199081549,1.0000013000956682,0.9999995605915426,0.9998864937964853
17.568784392196097,1.007999752903637,1.000093044974058,1.0000012882735825,0.9999995647313801,0.999887101627368
17.57878939469735,1.0076964636514067,1.000093873178312,1.0000012765113095,0.9999995688323396,0.9998877062032888
17.588794397198598,1.007393616866936,1.0000946837879108,1.0000012648090675,0.9999995728947851,0.999888307541678
17.59879939969985,1.0070912410371609,1.000095476897274,1.0000012531670652,0.999999576919077,0.9998889056598728
17.6088044022011,1.0067893644881927,1.0000962526016253,1.000001241585502,0.9999995809055723,0.9998895005751174
17.61880940470235,1.0064880153831302,1.000097010996973,1.0000012300645682,0.9999995848546247,0.9998900923045638
17.628814407203603,1.0061872217198977,1.0000977521800938,1.000001218604445,0.9999995887665846,0.9998906808652721
17.63881940970485,1.0058870113291074,1.0000984762485159,1.0000012072053046,0.9999995926417992,0.9998912662742111
17.648824412206103,1.0055874118719472,1.0000991833005006,1.0000011958673107,0.9999995964806123,0.9998918485482585
17.658829414707352,1.0052884508380946,1.0000998734350262,1.000001184590618,0.9999996002833648,0.999892427704202
17.668834417208604,1.0049901555436551,1.0001005467517705,1.000001173375373,0.9999996040503941,0.999893003758739
17.678839419709856,1.004692553129127,1.000101203351094,1.0000011622217135,0.9999996077820347,0.9998935767284778
17.688844422211105,1.004395670557391,1.0001018433340234,1.000001151129769,0.9999996114786177,0.9998941466299376
17.698849424712357,1.0040995346117263,1.0001024668022342,1.000001140099661,0.9999996151404714,0.9998947134795492
17.708854427213605,1.003804171893852,1.000103073858035,1.0000011291315025,0.999999618767921,0.9998952772936552
17.718859429714858,1.003509608821995,1.0001036646043504,1.0000011182253992,0.9999996223612884,0.9998958380885111
17.728864432216106,1.0032158716289843,1.0001042391447048,1.0000011073814485,0.9999996259208928,0.9998963958802851
17.73886943471736,1.0029229863603695,1.0001047975832063,1.0000010965997403,0.9999996294470502,0.9998969506850587
17.74887443721861,1.0026309788725678,1.0001053400245299,1.0000010858803567,0.999999632940074,0.9998975025188275
17.75887943971986,1.0023398748310366,1.0001058665739024,1.0000010752233726,0.9999996364002742,0.9998980513975013
17.76888444222111,1.0020496997084714,1.0001063773370857,1.000001064628855,0.9999996398279583,0.9998985973369049
17.77888944472236,1.0017604787830312,1.000106872420361,1.0000010540968642,0.9999996432234306,0.9998991403527782
17.788894447223612,1.001472237136591,1.0001073519305133,1.0000010436274531,0.9999996465869929,0.9998996804607767
17.79889944972486,1.001184999653019,1.0001078159748156,1.0000010332206675,0.9999996499189441,0.9999002176764724
17.808904452226113,1.0008987910164826,1.0001082646610133,1.0000010228765461,0.9999996532195801,0.9999007520153537
17.818909454727365,1.0006136357097788,1.000108698097309,1.0000010125951213,0.9999996564891942,0.9999012834928258
