w,D0.2,D0.5,D0.8,D1.2
0.015257600473579169,0.0018604271964527133,0.0010108953970843287,-0.0005663657696343711,-0.003799981726473518
0.015375255872303617,0.0018892328819041094,0.0010265442216496653,-0.0005751373598868237,-0.0038587905866482993
0.015493818542972505,0.0019184846167952393,0.0010424352634275619,-0.0005840448491560321,-0.003918509225642489
0.0156132954818001,0.0019481893093621248,0.0010585722706214122,-0.000593090344467342,-0.003979151706829031
0.015733693738950363,0.001978353974863692,0.001074959049404398,-0.0006022759855582122,-0.004040732310640352
0.015855020418952905,0.002008985737253791,0.00109159946482036,-0.0006116039453946792,-0.004103265537894643
0.01597728268112228,0.0020400918308626833,0.0011084974416904043,-0.0006210764306810878,-0.004166766113185599
0.01610048773998038,0.002071679602105335,0.001125656965540662,-0.0006306956823939484,-0.004231248988329827
0.016224642865682207,0.002103756511224234,0.001143082083535787,-0.0006404639763119544,-0.00429672934585846
0.016349755384444862,0.002136330134051286,0.0011607769054335984,-0.0006503836235537328,-0.004363222602565531
0.016475832678979823,0.0021694081637984378,0.0011787456045493144,-0.0006604569711320087,-0.004430744413117972
0.016602882188928615,0.002202998412886654,0.00119699241874286,-0.0006706864025222555,-0.0044993106736953975
0.016730911411301827,0.0022371088147843166,0.0012155216514099718,-0.0006810743382120761,-0.004568937525717627
0.016859927900921477,0.0022717474258897564,0.0012343376724983039,-0.0006916232362901462,-0.0046396413596116945
0.016989939270866797,0.002306922427430906,0.001253444919531184,-0.0007023355930342136,-0.004711438818636737
0.017120953192923522,0.002342642127416778,0.001272847898662151,-0.0007132139434981565,-0.004784346802767734
0.017252977398036523,0.002378914962586771,0.0012925511857236364,-0.0007242608621231719,-0.00485838247264779
0.017386019676766076,0.002415749500413719,0.0013125594273025738,-0.0007354789633441688,-0.004933563253581007
0.017520087879747483,0.0024531544411375223,0.0013328773418429226,-0.0007468709022212562,-0.00500990683961036
0.017655189918154422,0.0024911386198100917,0.0013535097207500479,-0.0007584393750760822,-0.0050874311976439514
0.017791333764165685,0.0025297110084055623,0.0013744614295143004,-0.0007701871201195149,-0.005166154571639318
0.017928527451435673,0.0025688807179205975,0.0013957374088615117,-0.0007821169181227511,-0.00524609548686417
0.01806677907556843,0.0026086570005572963,0.0014173426759111138,-0.0007942315930672338,-0.0053272727542084935
0.018206096794595315,0.00264904925189038,0.0014392823253573165,-0.0008065340128293178,-0.0054097054745847525
0.018346488829456463,0.002690067013103481,0.0014615615306617568,-0.0008190270898611042,-0.005493413043362155
0.018487963464485817,0.0027317199732501706,0.0014841855452826986,-0.0008317137818828812,-0.005578415154897768
0.018630529047900066,0.0027740179715358727,0.001507159703890632,-0.0008445970925910236,-0.00566473180712304
0.01877419399229115,0.002816970999655342,0.0015304894236416277,-0.0008576800723852138,-0.00575238330620503
0.018918966775122784,0.0028605892041644997,0.0015541802054390137,-0.0008709658190783359,-0.005841390271261212
0.019064855939230612,0.002904882888869264,0.0015782376352277286,-0.0008844574786584816,-0.005931773639183831
0.019211870093326377,0.0029498625172756903,0.0016026673853136353,-0.0008981582460230238,-0.006023554669493775
0.019360017912505873,0.002995538715064806,0.0016274752156904336,-0.0009120713657503384,-0.006116754949298315
0.01950930813876084,0.003041922272603667,0.0016526669753915218,-0.000926200132877349,-0.006211396398312243
0.01965974958149483,0.0030890241475119255,0.0016782486038668105,-0.0009405478936848257,-0.006307501273958841
0.01981135111804306,0.003136855467247248,0.0017042261323864047,-0.0009551180465000846,-0.0064050921765469015
0.01996412169419623,0.0031854275317481423,0.0017306056854422321,-0.0009699140425055116,-0.0065041920545199665
0.020118070324728374,0.003234751816101393,0.0017573934821996729,-0.0009849393865664193,-0.006604824209802958
0.020273206093928874,0.0032848399732707326,0.0017845958379509857,-0.0010001976380791993,-0.00670701230320764
0.02042953815613843,0.003335703836853951,0.0018122191656052252,-0.0010156924118040886,-0.0068107803599365335
0.020587075736289324,0.003387355423878071,0.0018402699771838046,-0.0010314273787558467,-0.0069161527751622105
0.02074582813044974,0.0034398069376595656,0.0018687548853621853,-0.0010474062670578356,-0.007023154319691646
0.020905804706372266,0.0034930707706852574,0.0018976806050171975,-0.0010636328628569028,-0.0071318101457311656
0.02106701490404673,0.003547159507558225,0.0019270539548031272,-0.0010801110112122797,-0.007242145792701861
0.021229468236257234,0.003602085927970141,0.001956881858750777,-0.0010968446170317879,-0.007354187193187554
0.021393174289143488,0.003657863009734732,0.0019871713478991407,-0.0011138376460023123,-0.007467960678943044
0.021558142722766415,0.0037145039318669075,0.0020179295619423294,-0.0011310941255386544,-0.007583492986998373
0.021724383271678287,0.0037720220776959828,0.0020491637509052387,-0.0011486181457517333,-0.007700811265870801
0.021891905745497035,0.0038304310380496004,0.002080881276847959,-0.0011664138604322743,-0.007819943081847882
0.022060720029485198,0.003889744614467842,0.002113089615587349,-0.0011844854880470983,-0.007940916425381285
0.022230836085133147,0.003949976822476441,0.002145796358460826,-0.0012028373127451176,-0.008063759717574077
0.022402263950746987,0.004011141894913271,0.0021790092140996048,-0.0012214736853932947,-0.008188501816757714
0.022575013742040823,0.004073254285290753,0.0022127360102402872,-0.0012403990246242418,-0.008315172025179049
0.022749095652733732,0.004136328671240424,0.0022469846955632277,-0.0012596178178896746,-0.008443800095787846
0.02292451995515128,0.004200379957981805,0.0022817633415596044,-0.0012791346225370871,-0.00857441623910942
0.023101297000831605,0.004265423281857951,0.002317080144411756,-0.0012989540669202523,-0.008707051130254632
0.023279437221136325,0.0043314740139241865,0.0023529434269311273,-0.0013190808514934053,-0.008841735915993023
0.023458951127866053,0.004398547763599605,0.0023893616405036857,-0.0013395197499624074,-0.008978502221970249
0.023639849313880697,0.0044666603823678395,0.0024263433670678636,-0.0013602756104060905,-0.00911738216000817
0.02382214245372447,0.004535827967525146,0.0024638973211346606,-0.001381353356472915,-0.009258408335532101
0.024005841304255864,0.004606066866022012,0.0025020323518248335,-0.0014027579885391352,-0.009401613855095393
0.02419095670528232,0.0046773936783173365,0.002540757444946301,-0.0014244945849374569,-0.009547032334029478
0.02437749958019994,0.004749825262329936,0.0025800817251001875,-0.0014465683031587818,-0.009694697904201145
0.02456548093663802,0.004823378737441098,0.0026200144578154916,-0.001468984381109023,-0.009844645221888767
0.024754911867108584,0.004898071488548153,0.002660565051729733,-0.0014917481383650514,-0.009996909475776614
0.024945803549660948,0.004973921170194073,0.002701743060782784,-0.0015148649774587106,-0.010151526395069345
0.025138167248541357,0.005050945710759596,0.0027435581864605043,-0.0015383403851850505,-0.010308532257724861
0.02533201431485764,0.0051291633167120316,0.0027860202800689005,-0.0015621799339135584,-0.010467963898819191
0.025527356187248985,0.005208592476941572,0.0028291393450407235,-0.0015863892829419374,-0.010629858719022296
0.025724204392561012,0.005289251967127241,0.0028729255392764097,-0.001610974179866396,-0.01079425469321874
0.02592257054652585,0.0053711608542210965,0.002917389177525158,-0.0016359404619549457,-0.010961190379239606
0.026122466354447666,0.005454338500950436,0.0029625407337984036,-0.0016612940575748336,-0.011130704926741501
0.02632390361189327,0.005538804570432396,0.0030083908438234015,-0.001687040987615274,-0.011302838086200959
0.026526894205388278,0.005624579030845015,0.003054950307531107,-0.0017131873669411744,-0.011477630218056332
0.02673145011311838,0.00571168216015278,0.0031022300915918557,-0.001739739405877857,-0.011655122301982741
0.02693758340563629,0.005800134550942525,0.003150241331969896,-0.0017667034117094193,-0.011835355946309061
0.027145306246573936,0.0058899571152982964,0.00319899533653147,-0.0017940857902100297,-0.012018373397556799
0.027354630893360203,0.005981171089786476,0.0032485035877064298,-0.0018218930471869423,-0.012204217550149327
0.02756556969794431,0.00607379804048363,0.00329877774515132,-0.001850131790068028,-0.012392931956244368
0.027778135107524565,0.006167859868120304,0.003349829648492949,-0.0018788087294856028,-0.012584560835721799
0.027992339665282983,0.006263378813265507,0.0034016713200907575,-0.001907930680919253,-0.012779149086316322
0.02820819601112532,0.006360377461634737,0.0034543149678487994,-0.0019375045663446075,-0.012976742293907835
0.02842571688242705,0.006458878749432827,0.0035077729880715397,-0.001967537415900612,-0.013177386742952258
0.02864491511478486,0.0065589059688317625,0.003562057968359606,-0.001998036369616771,-0.013381129427079192
0.028865803642774177,0.0066604827734909194,0.0036171826905589564,-0.002029008679124182,-0.013588018059836292
0.02908839550071236,0.006763633184185174,0.0036731601337306845,-0.0020604617094352293,-0.013798101085606732
0.029312703823427814,0.006868381594525408,0.003730003477210842,-0.0020924029407215494,-0.014011427690668082
0.029538741847035078,0.006974752776750156,0.003787726103660011,-0.002124839970135592,-0.014228047814446976
0.029766522909715914,0.007082771887619148,0.003846341602210571,-0.0021577805136642177,-0.014448012160890616
0.029996060452506336,0.00719246447440482,0.0039058637716345153,-0.0021912324079950475,-0.01467137221006647
0.030227368020089698,0.007303856480964406,0.003966306623558804,-0.002225203612433185,-0.014898180229879324
0.030460459261596056,0.007416974253909842,0.004027684385747493,-0.002259702210836487,-0.015128489287997808
0.030695347931407466,0.0075318445488850765,0.0040900115054159315,-0.002294736413584833,-0.015362353263941341
0.03093204788996971,0.007648494536931423,0.004153302652603979,-0.002330314559581453,-0.015599826861335618
0.03117057310461014,0.007766951810954354,0.004217572723598594,-0.0023664451182882724,-0.015840965620380325
0.031410937650361834,0.00788724439228975,0.004282836844413483,-0.0024031366917904406,-0.01608582593046768
0.03165315571079419,0.008009400737381054,0.004349110374310335,-0.0024403980168958505,-0.016334465042994538
0.03189724157884989,0.008133449744553782,0.00441640890939058,-0.0024782379672764034,-0.01658694108438299
0.03214320965768828,0.008259420760893052,0.004484748286219044,-0.002516665555622094,-0.016843313069258514
0.032391074461535246,0.008387343589239465,0.004554144585529621,-0.0025556899358580793,-0.017103640913851803
0.032640850616539735,0.008517248495287833,0.00462461413596474,-0.002595320405383271,-0.017367985449578262
0.032892552861636816,0.008649166214800203,0.00469617351788136,-0.0026355664073314114,-0.0176364084368216
0.03314619604941738,0.008783127960921523,0.00476883956721575,-0.002676437532903854,-0.017908972578922926
0.03340179514700461,0.008919165431626722,0.0048426293794109005,-0.0027179435237016988,-0.018185741536366106
0.03365936523693708,0.009057310817277942,0.00491756031338145,-0.0027600942741306195,-0.018466779941178076
0.03391892151805883,0.00919759680828792,0.004993649995577789,-0.002802899833814706,-0.01875215341153695
0.03418047930641625,0.00934005660292794,0.005070916324070286,-0.002846370410066624,-0.019041928566582454
0.034444054036161825,0.009484723915234012,0.005149377472724903,-0.002890516370399621,-0.019336173041468795
0.03470966126046481,0.009631632983055463,0.005229051895433546,-0.002935348245068845,-0.01963495550259674
0.03497731665242912,0.009780818576216887,0.005309958330397212,-0.0029808767296661235,-0.019938345663106437
0.03524703600601811,0.009932316004816475,0.005392115804494621,-0.003027112687742145,-0.020246414298565878
0.03551883523698661,0.010086161127650943,0.005475543637699694,-0.003074067153494668,-0.020559233262908608
0.035792730383819964,0.010242390360780382,0.005560261447578687,-0.0031217513344754793,-0.020876875504583572
0.03606873760868062,0.010401040686205955,0.005646289153845718,-0.003170176614351826,-0.021199415082947575
0.036346873198361676,0.010562149660716124,0.005733646982993999,-0.0032193545557252182,-0.021526927184893182
0.03662715356524804,0.010725755424845393,0.005822355472987305,-0.003269296902973862,-0.02185948814172333
0.03690959524828487,0.01089189671198396,0.005912435478042491,-0.003320015585165998,-0.022197175446256767
0.03719421491395347,0.011060612857634211,0.006003908173460582,-0.003371522718987254,-0.022540067770184274
0.03748102935725483,0.011231943808806256,0.006096795060544954,-0.003423830611763059,-0.022888244981684083
0.03777005550270063,0.011405930133563783,0.006191117971594989,-0.0034769517644815916,-0.023241788163266178
0.03806131040531198,0.01158261303072018,0.0062868990749693566,-0.0035308988749070008,-0.023600779629905103
0.03835481125162571,0.011762034339690404,0.006384160880218901,-0.0035856848407096,-0.02396530294740596
0.038650575360708615,0.011944236550488818,0.006482926243323726,-0.0036413227626796176,-0.024335442951048773
0.03894862018517942,0.012129262813899803,0.006583218371972798,-0.003697825947970498,-0.024711285764480975
0.0392489633122386,0.01231715695179004,0.0066850608309553545,-0.0037552079134074634,-0.025092918818908107
0.03955162246470622,0.012507963467600846,0.006788477547612028,-0.003813482388843042,-0.025480430872531355
0.039856615502067656,0.01270172755699142,0.006893492817384191,-0.003872663320573066,-0.025873912030266493
0.04016396042152751,0.012898495118657814,0.007000131309428673,-0.003932764874817047,-0.026273453763765428
0.04047367535907164,0.013098312765325491,0.007108418072336335,-0.003993801441232052,-0.02667914893168699
0.04078577859053729,0.013301227834909411,0.0072183785399236,-0.0040557876365112655,-0.027091091800285634
0.04110028853269148,0.013507288401843405,0.007330038537118078,-0.004118738308031535,-0.02750937806426568
0.041417223744317805,0.013716543288609273,0.0074434242859304865,-0.004182668537551869,-0.027934104867954272
0.0417366029273116,0.013929042077428901,0.007558562411512806,-0.004247593644994765,-0.02836537082675152
0.04205844492778344,0.014144835122145946,0.0076754799483141605,-0.004313529192265977,-0.028803276048905133
0.04238276873717129,0.0143639735603027,0.0077942043463227716,-0.00438049098716392,-0.029247922157559447
0.04270959349336105,0.014586509325398287,0.007914763477407397,-0.0044484950873324115,-0.029699412313153206
0.04303893848181596,0.01481249515933949,0.008037185641752398,-0.004517557804282825,-0.030157851236096798
0.0433708231367146,0.015041984625105087,0.008161499574382492,-0.00458769570749921,-0.03062334522978499
0.04370526704209765,0.01527503211959252,0.008287734451800217,-0.004658925628595515,-0.031096002203935793
0.044042289933023476,0.01551169288666977,0.008415919898703262,-0.004731264665549078,-0.03157593169822658
0.04438191169673271,0.015752023030445452,0.00854608599482398,-0.004804730187002702,-0.03206324490630034
0.04472415237382179,0.015996079528741526,0.008678263281850502,-0.00487933983664016,-0.03255805470006091
0.04506903215942552,0.016243920246773916,0.00881248277046788,-0.004955111537638071,-0.03306047565434967
0.0454165714044087,0.016495603951063822,0.00894877594749415,-0.0050320634971854974,-0.03357062407192642
0.045766790616567,0.01675119032355051,0.0090871747831285,-0.0051102142110905895,-0.03408861800882076
0.046119710461837236,0.01701073997595706,0.009227711738301829,-0.00518958246845021,-0.03461457730001075
0.04647535176551667,0.017274314464345256,0.009370419772152715,-0.0052701873564076525,-0.035148623585479856
0.046833735513491986,0.017541976303938014,0.009515332349588169,-0.005352048264997531,-0.03569088033661082
0.04719488285347755,0.017813788984151268,0.00966248344897921,-0.005435184892054731,-0.036241472882953964
0.04755881509626337,0.01808981698387715,0.009811907569969892,-0.005519617248221244,-0.03680052843935207
0.04792555371697262,0.018370125787016092,0.00996363974138621,-0.00560536566202485,-0.037368176133442885
0.04829512035632886,0.018654781898234288,0.010117715529279397,-0.005692450785067366,-0.03794454703353693
0.04866753682193294,0.018943852858992243,0.010274171045084246,-0.005780893597269408,-0.038529774176863686
0.04904282508954991,0.01923740726382073,0.010433042953890359,-0.005870715412232518,-0.039123992598211164
0.049421007304405795,0.019535514776849526,0.010594368482847397,-0.005961937882668533,-0.03972733935895674
0.049802105782494326,0.019838246148611346,0.010758185429694554,-0.0060545830059454565,-0.04033995357646021
0.050186143011893766,0.020145673233109,0.010924532171402487,-0.006148673129707437,-0.040961976453905105
0.050573141654093885,0.020457869005147053,0.011093447672966172,-0.006244230957606525,-0.04159355131048196
0.05096312454533319,0.020774907577946644,0.011264971496302194,-0.006341279555111564,-0.04223482361202381
0.05135611469794651,0.021096864221048645,0.011439143809296611,-0.0064398423554530996,-0.04288594100202172
0.0517521353017229,0.02142381537848338,0.011616005394983898,-0.0065399431656281565,-0.0435470533330608
0.052151209725273984,0.021755838687246627,0.011795597660852987,-0.006641606172531546,-0.04421831269869208
0.052553361517412904,0.022093012996060066,0.011977962648297532,-0.0067448559491925,-0.044899873465690604
0.05295861440854401,0.022435418384450168,0.012163143042200598,-0.006849717461123503,-0.045591892306774184
0.05336699231206309,0.022783136182098585,0.012351182180670875,-0.006956216072744686,-0.046294528233738474
0.05377851932576838,0.023136248988536407,0.012542124064907173,-0.007064377553971695,-0.04700794263102554
0.05419321973328272,0.023494840693137335,0.012736013369221741,-0.007174228086872532,-0.04773229928973506
0.05461111800548629,0.023858996495424323,0.012932895451201045,-0.007285794272467746,-0.048467764442088695
0.0550322388019608,0.024228802925717753,0.013132816362019205,-0.007399103137637397,-0.04921450679632988
0.05545660697244451,0.024604347866103174,0.01333582285690962,-0.007514182142138724,-0.049972697572082156
0.055884247558298565,0.024985720571740734,0.013541962405775284,-0.007631059185769371,-0.05074251053617373
0.05631518579398466,0.0253730116925098,0.01375128320396648,-0.007749762615633753,-0.05152412203890313
0.05674944710855416,0.02576631329500311,0.013963834183208245,-0.007870321233551313,-0.052317711050805044
0.0571870571271486,0.02616571888488682,0.014179665022700454,-0.00799276430357583,-0.05312345919984602
0.05762804167251168,0.0265713234296006,0.014398826160361389,-0.008117121559676116,-0.05394155080913614
0.05807242676651317,0.026983223381433094,0.014621368804247298,-0.008243423213513472,-0.054772172935089694
0.058520238631684374,0.02740151670096041,0.014847344944141775,-0.008371699962393307,-0.05561551540608716
0.05897150369276548,0.027826302880888658,0.015076807363301345,-0.008501982997319526,-0.0564717708616171
0.05942624857826486,0.028257682970226503,0.0153098096503684,-0.0086343040112281,-0.05734113479193135
0.05988450012203034,0.02869575959891339,0.015546406211491677,-0.00876869520733525,-0.058223805578154104
0.060346285364832615,0.029140637002787007,0.015786652282571104,-0.008905189307651513,-0.05911998453294688
0.060811631555961004,0.029592421048994393,0.016030603941726944,-0.009043819561635765,-0.0600298759416348
0.06128056615483132,0.030051219261789785,0.016278318121911852,-0.009184619755005754,-0.060953687103873215
0.061753116832606134,0.030517140848752424,0.01652985262373116,-0.009327624218714886,-0.06189162837580708
0.06222931147382769,0.030990296727446097,0.016785266128434288,-0.0094728678380742,-0.06284391321276911
0.06270917817806336,0.031470799552478695,0.017044618211105915,-0.00962038606202932,-0.06381075821247725
0.06319274526156377,0.031958763743023685,0.017307969354023754,-0.009770214912644666,-0.06479238315878151
0.0636800412589335,0.03245430551078482,0.01757538096023453,-0.00992239099469946,-0.0657890110659287
0.06417109492481524,0.03295754288840447,0.017846915367313088,-0.01007695150549809,-0.06680086822336839
0.0646659352355861,0.03346859575833318,0.01812263586131009,-0.010233934244844738,-0.06782818424108507
0.06516459139106791,0.033987585882181946,0.018402606690918547,-0.010393377625181471,-0.06887119209549478
0.06566709281624998,0.03451463693053053,0.018686893081828044,-0.010555320681935394,-0.06993012817586829
0.06617346916302554,0.03504987451323618,0.018975561251281588,-0.010719803084027674,-0.07100523233130453
0.0666837503119413,0.03559342621022757,0.01926867842285771,-0.010886865144591015,-0.07209674791827904
0.06719796637396096,0.03614542160280136,0.019566312841442692,-0.011056547831868713,-0.07320492184872418
0.06771614769224177,0.03670599230542699,0.01986853378842515,-0.011228892780312855,-0.07433000463869452
0.06823832484392504,0.03727527199807527,0.020175411597106736,-0.011403942301887727,-0.07547225045755873
0.06876452864194055,0.037853396459064756,0.02048701766833033,-0.01158173939758047,-0.0766319171778077
0.06929479013682478,0.03844050359845072,0.02080342448632127,-0.011762327769109645,-0.07780926642539934
0.0698291406185531,0.039036733491960386,0.021124705634764335,-0.01194575183086084,-0.07900456363068306
0.07036761161838619,0.0396422284154798,0.021450935813096518,-0.012132056722038948,-0.08021807807990562
0.07091023491073059,0.04025713288010161,0.021782190853036183,-0.012321288319020966,-0.08145008296730484
0.07145704251501367,0.0408815936677526,0.02211854773533851,-0.01251349324797904,-0.08270085544776579
0.0720080666975732,0.04151575986740201,0.022460084606791837,-0.012708718897682332,-0.08397067669007537
0.0725633399735612,0.042159782911869836,0.02280688079744284,-0.012907013432576431,-0.0852598319307623
0.07312289510886257,0.042813816615218374,0.023159016838069035,-0.013108425806092349,-0.08656861052853514
0.0736867651220286,0.04347801721079011,0.023516574477892262,-0.013313005774183385,-0.08789730601928522
0.07425498328622551,0.04415254338984673,0.023879636702534297,-0.01352080390913852,-0.08924621617172235
0.07482758313119765,0.04483755634084464,0.02424828775223119,-0.013731871613634934,-0.09061564304357125
0.07540459844524613,0.045533219789371214,0.024622613140288307,-0.013946261135057987,-0.09200589303839637
0.07598606327722256,0.046239700038730736,0.02500269967179072,-0.014164025580092839,-0.09341727696299854
0.07657201193853821,0.046957166011196136,0.025388635462587333,-0.014385218929564897,-0.09485011008543431
0.07716247900518888,0.04768578928994832,0.025780509958509536,-0.014609896053596059,-0.09630471219362549
0.07775749931979496,0.048425744161707265,0.02617841395487541,-0.014838112727008555,-0.09778140765457638
0.0783571079936575,0.04917720766007057,0.02658243961624989,-0.015069925645037587,-0.09928052547419142
0.07896134040883004,0.04994035960955591,0.026992680496471404,-0.015305392439337767,-0.10080239935770835
0.07957023222020664,0.050715382670393605,0.027409231558965363,-0.015544571694277856,-0.10234736777071551
0.08018381935762563,0.05150246238405574,0.0278321891973127,-0.015787522963561024,-0.10391577400079989
0.08080213802798976,0.05230178721952558,0.02826165125611298,-0.016034306787145913,-0.10550796621978374
0.08142522471740297,0.05311354862036085,0.02869771705212365,-0.016284984708501742,-0.10712429754656735
0.082053116193323,0.05393794105252343,0.029140487395674555,-0.01653961929217097,-0.10876512611058085
0.08268584950673138,0.05477516205300574,0.02959006461238542,-0.016798274141685297,-0.11043081511584443
0.08332346199431954,0.05562541227928572,0.030046552565164055,-0.01706101391781141,-0.1121217329056161
0.08396599128069193,0.05648889555958648,0.03051005667649966,-0.01732790435715499,-0.11383825302765162
0.08461347528058631,0.057365818943976216,0.030980683951046105,-0.017599012291108985,-0.11558075430006934
0.08526595220111112,0.05825639275634735,0.03145854299851141,-0.01787440566517764,-0.11734962087779544
0.08592346054399991,0.05916083064724104,0.03194374405685986,-0.01815415355865758,-0.11914524231962374
0.08658603910788322,0.06007934964755788,0.03243639901578125,-0.018438326204716988,-0.12096801365584917
0.08725372699057812,0.06101217022318931,0.03293662144052221,-0.01872699501083978,-0.12281833545651315
0.08792656359139538,0.0619595163305547,0.033444526595976305,-0.01902023257969046,-0.1246966139002117
0.08860458861346425,0.06292161547306882,0.03396023147112382,-0.019318112730350962,-0.12660326084350523
0.08928784206607535,0.06389869875856805,0.03448385480376606,-0.019620710520007578,-0.1285386938908995
0.08997636426704146,0.06489100095769887,0.03501551710559307,-0.019928102266033452,-0.13050333646540574
0.09067019584507674,0.06589876056330221,0.03555534068756979,-0.020240365568508067,-0.13249761787966108
