Re,Im,w
39.99994790005261,-0.049999947475052625,0.001
39.99994732079641,-0.05027713287060125,0.0010055437254790278
39.99994673509995,-0.05055585489606925,0.0010111181838502424
39.9999461428916,-0.05083612206994679,0.0010167235454883613
39.99994554409901,-0.05111794295794552,0.0010223599817126125
39.99994493864894,-0.05140132617326016,0.00102802766479197
39.999944326467364,-0.05168628037683195,0.0010337267679504227
39.999943707479474,-0.051972814277613036,0.0010394574653722626
39.99994308160957,-0.052260936632832565,0.0010452199322074124
39.999942448781155,-0.05255065624826452,0.0010510143445767782
39.99994180891684,-0.05284198197849658,0.0010568408795776324
39.999941161938416,-0.05313492272720073,0.001062699715289025
39.99994050776679,-0.053429487447405395,0.0010685910307772285
39.99993984632197,-0.05372568514176881,0.0010745150061012077
39.99993917752312,-0.05402352486285444,0.0010804718223181285
39.99993850128843,-0.0543230157134072,0.001086461661488885
39.99993781753527,-0.054624166846631864,0.0010924847066836679
39.999937126180036,-0.054926987466472635,0.0010985411419875584
39.999936427138216,-0.05523148682789437,0.001104631152506155
39.99993572032433,-0.055537674237165394,0.0011107549243712313
39.99993500565198,-0.05584555905214187,0.0011169126447464236
39.99993428303378,-0.056155150682553605,0.0011231045018329515
39.99993355238142,-0.056466458590291924,0.0011293306848753736
39.99993281360554,-0.056779492289698225,0.001135591384167365
39.99993206661584,-0.05709426134785512,0.0011418867910575382
39.999931311320985,-0.05741077538487857,0.001148217097955289
39.99993054762866,-0.05772904407421192,0.0011545824983366791
39.99992977544547,-0.05804907714292129,0.0011609831867503478
39.99992899467704,-0.05837088437199303,0.0011674193588234586
39.999928205227896,-0.05869447559663227,0.0011738912112676774
39.99992740700155,-0.05901986070656384,0.0011803989418851888
39.99992659990039,-0.05934704964633394,0.001186942749574735
39.99992578382576,-0.05967605241561441,0.0011935228343376999
39.999924958677894,-0.06000687906950796,0.0012001393972842192
39.9999241243559,-0.06033953971885557,0.0012067926406393288
39.9999232807578,-0.06067404453054536,0.0012134827677491443
39.99992242778044,-0.0610104037278232,0.0012202099830870765
39.99992156531955,-0.061348627590605026,0.001226974492260079
39.999920693269694,-0.06168872645579111,0.0012337765020149383
39.99991981152426,-0.06203071071758173,0.0012406162202445844
39.99991891997545,-0.06237459082779463,0.0012474938559944495
39.99991801851426,-0.0627203772961846,0.0012544096194688566
39.9999171070305,-0.06306808069076449,0.0012613637220374437
39.999916185412715,-0.06341771163812793,0.0012683563762416238
39.99991525354825,-0.0637692808237743,0.001275387795801082
39.99991431132318,-0.06412279899243488,0.0012824581956203042
39.99991335862232,-0.06447827694840148,0.0012895677917951524
39.99991239532919,-0.06483572555585619,0.0012967168016194608
39.99991142132603,-0.06519515573920343,0.001303905443591682
39.99991043649375,-0.06555657848340377,0.0013111339374215643
39.999909440711974,-0.06592000483430953,0.0013184025040368663
39.99990843385895,-0.06628544589900212,0.0013257113655901094
39.999907415811585,-0.06665291284613159,0.001333060745465368
39.99990638644542,-0.06702241690625754,0.0013404508682850948
39.999905345634616,-0.0673939693721927,0.0013478819599169918
39.99990429325194,-0.06776758159934748,0.0013553542474809056
39.999903229168716,-0.06814326500607702,0.0013628679593557739
39.999902153254865,-0.06852103107403014,0.0013704233251866052
39.99990106537885,-0.06890089134850004,0.0013780205758914961
39.99989996540768,-0.06928285743877703,0.0013856599436686905
39.999898853206865,-0.06966694101850315,0.001393341662003675
39.99989772864045,-0.0700531538260288,0.001401065965676314
39.999896591570945,-0.07044150766477153,0.0014088330907680326
39.99989544185936,-0.07083201440357643,0.0014166432746690208
39.99989427936511,-0.07122468597707868,0.0014244967560854969
39.999893103946086,-0.07161953438606831,0.0014323937750470004
39.99989191545859,-0.07201657169785683,0.0014403345729137292
39.99989071375734,-0.07241581004664567,0.0014483193923839157
39.9998894986954,-0.07281726163389707,0.0014563484775012444
39.99988827012424,-0.07322093872870675,0.00146442207366231
39.999887027893664,-0.07362685366817884,0.0014725404276241224
39.99988577185179,-0.0740350188578024,0.0014807037875116406
39.99988450184509,-0.07444544677183088,0.0014889124028253618
39.99988321771827,-0.07485814995366272,0.0014971665244489453
