t,step,ramp,pulse
-0.14106844741235391,0.0,0.0,0.0
-0.13689482470784642,0.0,0.0,0.0
-0.13272120200333892,0.0,0.0,0.0
-0.12854757929883143,0.0,0.0,0.0
-0.12437395659432388,0.0,0.0,0.0
-0.12020033388981638,0.0,0.0,0.0
-0.11602671118530888,0.0,0.0,0.0
-0.11185308848080133,0.0,0.0,0.0
-0.10767946577629384,0.0,0.0,0.0
-0.10350584307178634,0.0,0.0,0.0
-0.09933222036727885,0.0,0.0,0.0
-0.0951585976627713,0.0,0.0,0.0
-0.0909849749582638,0.0,0.0,0.0
-0.0868113522537563,0.0,0.0,0.0
-0.08263772954924875,0.0,0.0,0.0
-0.07846410684474125,0.0,0.0,0.0
-0.07429048414023376,0.0,0.0,0.0
-0.07011686143572621,0.0,0.0,0.0
-0.06594323873121871,0.0,0.0,0.0
-0.061769616026711216,0.0,0.0,0.0
-0.05759599332220372,0.0,0.0,0.0
-0.05342237061769617,0.0,0.0,0.0
-0.04924874791318867,0.0,0.0,0.0
-0.04507512520868118,0.0,0.0,0.0
-0.040901502504173626,0.0,0.0,0.0
-0.03672787979966613,0.0,0.0,0.0
-0.032554257095158634,0.0,0.0,0.0
-0.028380634390651083,0.0,0.0,0.0
-0.024207011686143587,0.0,0.0,0.0
-0.02003338898163609,0.0,0.0,0.0
-0.015859766277128595,0.0,0.0,0.0
-0.011686143572621044,0.0,0.0,0.0
-0.007512520868113548,0.0,0.0,0.0
-0.003338898163606052,0.0,0.0,0.0
0.0008347245409014992,1.0,0.0008347245409014992,1.0
0.005008347245408995,1.0,0.005008347245408995,1.0
0.00918196994991649,1.0,0.00918196994991649,1.0
0.013355592654423987,1.0,0.013355592654423987,1.0
0.017529215358931483,1.0,0.017529215358931483,1.0
0.02170283806343909,1.0,0.02170283806343909,1.0
0.025876460767946585,1.0,0.025876460767946585,1.0
0.03005008347245408,1.0,0.03005008347245408,1.0
0.03422370617696158,1.0,0.03422370617696158,1.0
0.03839732888146907,1.0,0.03839732888146907,1.0
0.04257095158597657,1.0,0.04257095158597657,1.0
0.046744574290484064,1.0,0.046744574290484064,1.0
0.05091819699499167,1.0,0.05091819699499167,1.0
0.05509181969949917,1.0,0.05509181969949917,1.0
0.05926544240400666,1.0,0.05926544240400666,1.0
0.06343906510851416,1.0,0.06343906510851416,1.0
0.06761268781302165,1.0,0.06761268781302165,1.0
0.07178631051752915,1.0,0.07178631051752915,1.0
0.07595993322203665,1.0,0.07595993322203665,1.0
0.08013355592654425,1.0,0.08013355592654425,1.0
0.08430717863105175,1.0,0.08430717863105175,1.0
0.08848080133555924,1.0,0.08848080133555924,1.0
0.09265442404006674,1.0,0.09265442404006674,1.0
0.09682804674457424,1.0,0.09682804674457424,1.0
0.10100166944908173,1.0,0.10100166944908173,1.0
0.10517529215358934,1.0,0.10517529215358934,1.0
0.10934891485809684,1.0,0.10934891485809684,1.0
0.11352253756260433,1.0,0.11352253756260433,1.0
0.11769616026711183,1.0,0.11769616026711183,1.0
0.12186978297161932,1.0,0.12186978297161932,1.0
0.12604340567612682,1.0,0.12604340567612682,1.0
0.13021702838063431,1.0,0.13021702838063431,1.0
0.13439065108514192,1.0,0.13439065108514192,1.0
0.13856427378964942,1.0,0.13856427378964942,1.0
0.1427378964941569,1.0,0.1427378964941569,1.0
0.1469115191986644,1.0,0.1469115191986644,1.0
0.1510851419031719,1.0,0.1510851419031719,1.0
0.1552587646076794,1.0,0.1552587646076794,1.0
0.1594323873121869,1.0,0.1594323873121869,1.0
0.1636060100166945,1.0,0.1636060100166945,1.0
0.167779632721202,1.0,0.167779632721202,1.0
0.1719532554257095,1.0,0.1719532554257095,1.0
0.176126878130217,1.0,0.176126878130217,1.0
0.1803005008347245,1.0,0.1803005008347245,1.0
0.18447412353923198,1.0,0.18447412353923198,1.0
0.18864774624373948,1.0,0.18864774624373948,1.0
0.19282136894824708,1.0,0.19282136894824708,1.0
0.19699499165275458,1.0,0.19699499165275458,1.0
0.20116861435726208,1.0,0.20116861435726208,1.0
0.20534223706176957,1.0,0.20534223706176957,1.0
0.20951585976627707,1.0,0.20951585976627707,1.0
0.21368948247078456,1.0,0.21368948247078456,1.0
0.21786310517529217,1.0,0.21786310517529217,1.0
0.22203672787979967,1.0,0.22203672787979967,1.0
0.22621035058430716,1.0,0.22621035058430716,1.0
0.23038397328881466,1.0,0.23038397328881466,1.0
0.23455759599332215,1.0,0.23455759599332215,1.0
0.23873121869782965,1.0,0.23873121869782965,1.0
0.24290484140233715,1.0,0.24290484140233715,1.0
0.24707846410684475,1.0,0.24707846410684475,1.0
0.25125208681135225,1.0,0.25125208681135225,1.0
0.25542570951585974,1.0,0.25542570951585974,1.0
0.25959933222036724,1.0,0.25959933222036724,1.0
0.26377295492487474,1.0,0.26377295492487474,1.0
0.26794657762938223,1.0,0.26794657762938223,1.0
0.27212020033388973,1.0,0.27212020033388973,1.0
0.27629382303839733,1.0,0.27629382303839733,1.0
0.28046744574290483,1.0,0.28046744574290483,1.0
0.2846410684474123,1.0,0.2846410684474123,1.0
0.2888146911519198,1.0,0.2888146911519198,1.0
0.2929883138564273,1.0,0.2929883138564273,1.0
0.2971619365609348,1.0,0.2971619365609348,1.0
0.3013355592654423,1.0,0.3013355592654423,1.0
0.3055091819699499,1.0,0.3055091819699499,1.0
0.3096828046744574,1.0,0.3096828046744574,1.0
0.3138564273789649,1.0,0.3138564273789649,1.0
0.3180300500834724,1.0,0.3180300500834724,1.0
0.3222036727879799,1.0,0.3222036727879799,1.0
0.3263772954924874,1.0,0.3263772954924874,1.0
0.330550918196995,1.0,0.330550918196995,1.0
0.3347245409015025,1.0,0.3347245409015025,1.0
0.33889816360601,1.0,0.33889816360601,1.0
0.3430717863105175,1.0,0.3430717863105175,1.0
0.347245409015025,1.0,0.347245409015025,1.0
0.3514190317195325,1.0,0.3514190317195325,1.0
0.35559265442404,1.0,0.35559265442404,1.0
0.3597662771285476,1.0,0.3597662771285476,1.0
0.3639398998330551,1.0,0.3639398998330551,1.0
0.3681135225375626,1.0,0.3681135225375626,1.0
0.37228714524207007,1.0,0.37228714524207007,1.0
0.37646076794657757,1.0,0.37646076794657757,1.0
0.38063439065108506,1.0,0.38063439065108506,1.0
0.38480801335559256,1.0,0.38480801335559256,1.0
0.38898163606010017,1.0,0.38898163606010017,1.0
0.39315525876460766,1.0,0.39315525876460766,1.0
0.39732888146911516,1.0,0.39732888146911516,1.0
0.40150250417362265,1.0,0.40150250417362265,1.0
0.40567612687813015,1.0,0.40567612687813015,1.0
0.40984974958263765,1.0,0.40984974958263765,1.0
0.41402337228714525,1.0,0.41402337228714525,1.0
0.41819699499165275,1.0,0.41819699499165275,1.0
0.42237061769616024,1.0,0.42237061769616024,1.0
0.42654424040066774,1.0,0.42654424040066774,1.0
0.43071786310517524,1.0,0.43071786310517524,1.0
0.43489148580968273,1.0,0.43489148580968273,1.0
0.4390651085141902,1.0,0.4390651085141902,1.0
0.44323873121869783,1.0,0.44323873121869783,1.0
0.44741235392320533,1.0,0.44741235392320533,1.0
0.4515859766277128,1.0,0.4515859766277128,1.0
0.4557595993322203,1.0,0.4557595993322203,1.0
0.4599332220367278,1.0,0.4599332220367278,1.0
0.4641068447412353,1.0,0.4641068447412353,1.0
0.4682804674457428,1.0,0.4682804674457428,1.0
0.4724540901502504,1.0,0.4724540901502504,1.0
0.4766277128547579,1.0,0.4766277128547579,1.0
0.4808013355592654,1.0,0.4808013355592654,1.0
0.4849749582637729,1.0,0.4849749582637729,1.0
0.4891485809682804,1.0,0.4891485809682804,1.0
0.4933222036727879,1.0,0.4933222036727879,1.0
0.4974958263772954,1.0,0.4974958263772954,1.0
0.501669449081803,1.0,0.501669449081803,1.0
0.5058430717863105,1.0,0.5058430717863105,1.0
0.510016694490818,1.0,0.510016694490818,1.0
0.5141903171953255,1.0,0.5141903171953255,1.0
0.518363939899833,1.0,0.518363939899833,1.0
0.5225375626043405,1.0,0.5225375626043405,1.0
0.526711185308848,1.0,0.526711185308848,1.0
0.5308848080133555,1.0,0.5308848080133555,1.0
0.535058430717863,1.0,0.535058430717863,1.0
0.5392320534223705,1.0,0.5392320534223705,1.0
0.5434056761268782,1.0,0.5434056761268782,1.0
0.5475792988313857,1.0,0.5475792988313857,1.0
0.5517529215358932,1.0,0.5517529215358932,1.0
0.5559265442404007,1.0,0.5559265442404007,1.0
0.5601001669449082,1.0,0.5601001669449082,1.0
0.5642737896494157,1.0,0.5642737896494157,1.0
0.5684474123539232,1.0,0.5684474123539232,1.0
0.5726210350584306,1.0,0.5726210350584306,1.0
0.5767946577629381,1.0,0.5767946577629381,1.0
0.5809682804674456,1.0,0.5809682804674456,1.0
0.5851419031719531,1.0,0.5851419031719531,1.0
0.5893155258764606,1.0,0.5893155258764606,1.0
0.5934891485809681,1.0,0.5934891485809681,1.0
0.5976627712854758,1.0,0.5976627712854758,1.0
0.6018363939899833,1.0,0.6018363939899833,1.0
0.6060100166944908,1.0,0.6060100166944908,1.0
0.6101836393989983,1.0,0.6101836393989983,1.0
0.6143572621035058,1.0,0.6143572621035058,1.0
0.6185308848080133,1.0,0.6185308848080133,1.0
0.6227045075125208,1.0,0.6227045075125208,1.0
0.6268781302170283,1.0,0.6268781302170283,1.0
0.6310517529215358,1.0,0.6310517529215358,1.0
0.6352253756260433,1.0,0.6352253756260433,1.0
0.6393989983305508,1.0,0.6393989983305508,1.0
0.6435726210350583,1.0,0.6435726210350583,1.0
0.6477462437395658,1.0,0.6477462437395658,1.0
0.6519198664440733,1.0,0.6519198664440733,1.0
0.656093489148581,1.0,0.656093489148581,1.0
0.6602671118530885,1.0,0.6602671118530885,1.0
0.664440734557596,1.0,0.664440734557596,1.0
0.6686143572621035,1.0,0.6686143572621035,1.0
0.672787979966611,1.0,0.672787979966611,1.0
0.6769616026711185,1.0,0.6769616026711185,1.0
0.681135225375626,1.0,0.681135225375626,1.0
0.6853088480801335,1.0,0.6853088480801335,1.0
0.689482470784641,1.0,0.689482470784641,1.0
0.6936560934891485,1.0,0.6936560934891485,1.0
0.697829716193656,1.0,0.697829716193656,1.0
0.7020033388981635,1.0,0.7020033388981635,1.0
0.706176961602671,1.0,0.706176961602671,1.0
0.7103505843071787,1.0,0.7103505843071787,1.0
0.7145242070116862,1.0,0.7145242070116862,1.0
0.7186978297161937,1.0,0.7186978297161937,1.0
0.7228714524207012,1.0,0.7228714524207012,1.0
0.7270450751252087,1.0,0.7270450751252087,1.0
0.7312186978297162,1.0,0.7312186978297162,1.0
0.7353923205342237,1.0,0.7353923205342237,1.0
0.7395659432387311,1.0,0.7395659432387311,1.0
0.7437395659432386,1.0,0.7437395659432386,1.0
0.7479131886477461,1.0,0.7479131886477461,1.0
0.7520868113522536,1.0,0.7520868113522536,1.0
0.7562604340567611,1.0,0.7562604340567611,1.0
0.7604340567612686,1.0,0.7604340567612686,1.0
0.7646076794657761,1.0,0.7646076794657761,1.0
0.7687813021702838,1.0,0.7687813021702838,1.0
0.7729549248747913,1.0,0.7729549248747913,1.0
0.7771285475792988,1.0,0.7771285475792988,1.0
0.7813021702838063,1.0,0.7813021702838063,1.0
0.7854757929883138,1.0,0.7854757929883138,1.0
0.7896494156928213,1.0,0.7896494156928213,1.0
0.7938230383973288,1.0,0.7938230383973288,1.0
0.7979966611018363,1.0,0.7979966611018363,1.0
0.8021702838063438,1.0,0.8021702838063438,1.0
0.8063439065108513,1.0,0.8063439065108513,1.0
0.8105175292153588,1.0,0.8105175292153588,1.0
0.8146911519198663,1.0,0.8146911519198663,1.0
0.8188647746243738,1.0,0.8188647746243738,1.0
0.8230383973288815,1.0,0.8230383973288815,1.0
0.827212020033389,1.0,0.827212020033389,1.0
0.8313856427378965,1.0,0.8313856427378965,1.0
0.835559265442404,1.0,0.835559265442404,1.0
0.8397328881469115,1.0,0.8397328881469115,1.0
0.843906510851419,1.0,0.843906510851419,1.0
0.8480801335559265,1.0,0.8480801335559265,1.0
0.852253756260434,1.0,0.852253756260434,1.0
0.8564273789649415,1.0,0.8564273789649415,1.0
0.860601001669449,1.0,0.860601001669449,1.0
0.8647746243739565,1.0,0.8647746243739565,1.0
0.868948247078464,1.0,0.868948247078464,1.0
0.8731218697829715,1.0,0.8731218697829715,1.0
0.877295492487479,1.0,0.877295492487479,1.0
0.8814691151919867,1.0,0.8814691151919867,1.0
0.8856427378964942,1.0,0.8856427378964942,1.0
0.8898163606010017,1.0,0.8898163606010017,1.0
0.8939899833055092,1.0,0.8939899833055092,1.0
0.8981636060100167,1.0,0.8981636060100167,1.0
0.9023372287145242,1.0,0.9023372287145242,1.0
0.9065108514190316,1.0,0.9065108514190316,1.0
0.9106844741235391,1.0,0.9106844741235391,1.0
0.9148580968280466,1.0,0.9148580968280466,1.0
0.9190317195325541,1.0,0.9190317195325541,1.0
0.9232053422370616,1.0,0.9232053422370616,1.0
0.9273789649415691,1.0,0.9273789649415691,1.0
0.9315525876460766,1.0,0.9315525876460766,1.0
0.9357262103505843,1.0,0.9357262103505843,1.0
0.9398998330550918,1.0,0.9398998330550918,1.0
0.9440734557595993,1.0,0.9440734557595993,1.0
0.9482470784641068,1.0,0.9482470784641068,1.0
0.9524207011686143,1.0,0.9524207011686143,1.0
0.9565943238731218,1.0,0.9565943238731218,1.0
0.9607679465776293,1.0,0.9607679465776293,1.0
0.9649415692821368,1.0,0.9649415692821368,1.0
0.9691151919866443,1.0,0.9691151919866443,1.0
0.9732888146911518,1.0,0.9732888146911518,1.0
0.9774624373956593,1.0,0.9774624373956593,1.0
0.9816360601001668,1.0,0.9816360601001668,1.0
0.9858096828046743,1.0,0.9858096828046743,1.0
0.9899833055091818,1.0,0.9899833055091818,1.0
0.9941569282136895,1.0,0.9941569282136895,1.0
0.998330550918197,1.0,0.998330550918197,1.0
1.0025041736227045,1.0,1.0025041736227045,0.0
1.006677796327212,1.0,1.006677796327212,0.0
1.0108514190317195,1.0,1.0108514190317195,0.0
1.015025041736227,1.0,1.015025041736227,0.0
1.0191986644407345,1.0,1.0191986644407345,0.0
1.023372287145242,1.0,1.023372287145242,0.0
1.0275459098497495,1.0,1.0275459098497495,0.0
1.031719532554257,1.0,1.031719532554257,0.0
1.0358931552587645,1.0,1.0358931552587645,0.0
1.040066777963272,1.0,1.040066777963272,0.0
1.0442404006677795,1.0,1.0442404006677795,0.0
1.0484140233722872,1.0,1.0484140233722872,0.0
1.0525876460767947,1.0,1.0525876460767947,0.0
1.0567612687813022,1.0,1.0567612687813022,0.0
1.0609348914858097,1.0,1.0609348914858097,0.0
1.0651085141903172,1.0,1.0651085141903172,0.0
1.0692821368948247,1.0,1.0692821368948247,0.0
1.0734557595993321,1.0,1.0734557595993321,0.0
1.0776293823038396,1.0,1.0776293823038396,0.0
1.0818030050083471,1.0,1.0818030050083471,0.0
1.0859766277128546,1.0,1.0859766277128546,0.0
1.0901502504173621,1.0,1.0901502504173621,0.0
1.0943238731218696,1.0,1.0943238731218696,0.0
1.0984974958263771,1.0,1.0984974958263771,0.0
1.1026711185308846,1.0,1.1026711185308846,0.0
1.1068447412353923,1.0,1.1068447412353923,0.0
1.1110183639398998,1.0,1.1110183639398998,0.0
1.1151919866444073,1.0,1.1151919866444073,0.0
1.1193656093489148,1.0,1.1193656093489148,0.0
1.1235392320534223,1.0,1.1235392320534223,0.0
1.1277128547579298,1.0,1.1277128547579298,0.0
1.1318864774624373,1.0,1.1318864774624373,0.0
1.1360601001669448,1.0,1.1360601001669448,0.0
1.1402337228714523,1.0,1.1402337228714523,0.0
1.1444073455759598,1.0,1.1444073455759598,0.0
1.1485809682804673,1.0,1.1485809682804673,0.0
1.1527545909849748,1.0,1.1527545909849748,0.0
1.1569282136894823,1.0,1.1569282136894823,0.0
1.16110183639399,1.0,1.16110183639399,0.0
1.1652754590984975,1.0,1.1652754590984975,0.0
1.169449081803005,1.0,1.169449081803005,0.0
1.1736227045075125,1.0,1.1736227045075125,0.0
1.17779632721202,1.0,1.17779632721202,0.0
1.1819699499165275,1.0,1.1819699499165275,0.0
1.186143572621035,1.0,1.186143572621035,0.0
1.1903171953255425,1.0,1.1903171953255425,0.0
1.19449081803005,1.0,1.19449081803005,0.0
1.1986644407345575,1.0,1.1986644407345575,0.0
1.202838063439065,1.0,1.202838063439065,0.0
1.2070116861435725,1.0,1.2070116861435725,0.0
1.21118530884808,1.0,1.21118530884808,0.0
1.2153589315525877,1.0,1.2153589315525877,0.0
1.2195325542570952,1.0,1.2195325542570952,0.0
1.2237061769616027,1.0,1.2237061769616027,0.0
1.2278797996661102,1.0,1.2278797996661102,0.0
1.2320534223706177,1.0,1.2320534223706177,0.0
1.2362270450751252,1.0,1.2362270450751252,0.0
1.2404006677796326,1.0,1.2404006677796326,0.0
1.2445742904841401,1.0,1.2445742904841401,0.0
1.2487479131886476,1.0,1.2487479131886476,0.0
1.2529215358931551,1.0,1.2529215358931551,0.0
1.2570951585976626,1.0,1.2570951585976626,0.0
1.2612687813021701,1.0,1.2612687813021701,0.0
1.2654424040066776,1.0,1.2654424040066776,0.0
1.2696160267111851,1.0,1.2696160267111851,0.0
1.2737896494156928,1.0,1.2737896494156928,0.0
1.2779632721202003,1.0,1.2779632721202003,0.0
1.2821368948247078,1.0,1.2821368948247078,0.0
1.2863105175292153,1.0,1.2863105175292153,0.0
1.2904841402337228,1.0,1.2904841402337228,0.0
1.2946577629382303,1.0,1.2946577629382303,0.0
1.2988313856427378,1.0,1.2988313856427378,0.0
1.3030050083472453,1.0,1.3030050083472453,0.0
1.3071786310517528,1.0,1.3071786310517528,0.0
1.3113522537562603,1.0,1.3113522537562603,0.0
1.3155258764607678,1.0,1.3155258764607678,0.0
1.3196994991652753,1.0,1.3196994991652753,0.0
1.3238731218697828,1.0,1.3238731218697828,0.0
1.3280467445742905,1.0,1.3280467445742905,0.0
1.332220367278798,1.0,1.332220367278798,0.0
1.3363939899833055,1.0,1.3363939899833055,0.0
1.340567612687813,1.0,1.340567612687813,0.0
1.3447412353923205,1.0,1.3447412353923205,0.0
1.348914858096828,1.0,1.348914858096828,0.0
1.3530884808013355,1.0,1.3530884808013355,0.0
1.357262103505843,1.0,1.357262103505843,0.0
1.3614357262103505,1.0,1.3614357262103505,0.0
1.365609348914858,1.0,1.365609348914858,0.0
1.3697829716193655,1.0,1.3697829716193655,0.0
1.373956594323873,1.0,1.373956594323873,0.0
1.3781302170283805,1.0,1.3781302170283805,0.0
1.382303839732888,1.0,1.382303839732888,0.0
1.3864774624373957,1.0,1.3864774624373957,0.0
1.3906510851419032,1.0,1.3906510851419032,0.0
1.3948247078464107,1.0,1.3948247078464107,0.0
1.3989983305509182,1.0,1.3989983305509182,0.0
1.4031719532554257,1.0,1.4031719532554257,0.0
1.4073455759599331,1.0,1.4073455759599331,0.0
1.4115191986644406,1.0,1.4115191986644406,0.0
1.4156928213689481,1.0,1.4156928213689481,0.0
1.4198664440734556,1.0,1.4198664440734556,0.0
1.4240400667779631,1.0,1.4240400667779631,0.0
1.4282136894824706,1.0,1.4282136894824706,0.0
1.4323873121869781,1.0,1.4323873121869781,0.0
1.4365609348914856,1.0,1.4365609348914856,0.0
1.4407345575959933,1.0,1.4407345575959933,0.0
1.4449081803005008,1.0,1.4449081803005008,0.0
1.4490818030050083,1.0,1.4490818030050083,0.0
1.4532554257095158,1.0,1.4532554257095158,0.0
1.4574290484140233,1.0,1.4574290484140233,0.0
1.4616026711185308,1.0,1.4616026711185308,0.0
1.4657762938230383,1.0,1.4657762938230383,0.0
1.4699499165275458,1.0,1.4699499165275458,0.0
1.4741235392320533,1.0,1.4741235392320533,0.0
1.4782971619365608,1.0,1.4782971619365608,0.0
1.4824707846410683,1.0,1.4824707846410683,0.0
1.4866444073455758,1.0,1.4866444073455758,0.0
1.4908180300500833,1.0,1.4908180300500833,0.0
1.4949916527545908,1.0,1.4949916527545908,0.0
1.4991652754590985,1.0,1.4991652754590985,0.0
1.503338898163606,1.0,1.503338898163606,0.0
1.5075125208681133,1.0,1.5075125208681133,0.0
1.511686143572621,1.0,1.511686143572621,0.0
1.5158597662771283,1.0,1.5158597662771283,0.0
1.520033388981636,1.0,1.520033388981636,0.0
1.5242070116861433,1.0,1.5242070116861433,0.0
1.528380634390651,1.0,1.528380634390651,0.0
1.5325542570951587,1.0,1.5325542570951587,0.0
1.536727879799666,1.0,1.536727879799666,0.0
1.5409015025041737,1.0,1.5409015025041737,0.0
1.545075125208681,1.0,1.545075125208681,0.0
1.5492487479131887,1.0,1.5492487479131887,0.0
1.553422370617696,1.0,1.553422370617696,0.0
1.5575959933222037,1.0,1.5575959933222037,0.0
1.561769616026711,1.0,1.561769616026711,0.0
1.5659432387312187,1.0,1.5659432387312187,0.0
1.570116861435726,1.0,1.570116861435726,0.0
1.5742904841402336,1.0,1.5742904841402336,0.0
1.578464106844741,1.0,1.578464106844741,0.0
1.5826377295492486,1.0,1.5826377295492486,0.0
1.5868113522537564,1.0,1.5868113522537564,0.0
1.5909849749582636,1.0,1.5909849749582636,0.0
1.5951585976627713,1.0,1.5951585976627713,0.0
1.5993322203672786,1.0,1.5993322203672786,0.0
1.6035058430717863,1.0,1.6035058430717863,0.0
1.6076794657762936,1.0,1.6076794657762936,0.0
1.6118530884808013,1.0,1.6118530884808013,0.0
1.6160267111853086,1.0,1.6160267111853086,0.0
1.6202003338898163,1.0,1.6202003338898163,0.0
1.6243739565943236,1.0,1.6243739565943236,0.0
1.6285475792988313,1.0,1.6285475792988313,0.0
1.6327212020033386,1.0,1.6327212020033386,0.0
1.6368948247078463,1.0,1.6368948247078463,0.0
1.641068447412354,1.0,1.641068447412354,0.0
1.6452420701168613,1.0,1.6452420701168613,0.0
1.649415692821369,1.0,1.649415692821369,0.0
1.6535893155258763,1.0,1.6535893155258763,0.0
1.657762938230384,1.0,1.657762938230384,0.0
1.6619365609348913,1.0,1.6619365609348913,0.0
1.666110183639399,1.0,1.666110183639399,0.0
1.6702838063439063,1.0,1.6702838063439063,0.0
1.674457429048414,1.0,1.674457429048414,0.0
1.6786310517529213,1.0,1.6786310517529213,0.0
1.682804674457429,1.0,1.682804674457429,0.0
1.6869782971619363,1.0,1.6869782971619363,0.0
1.691151919866444,1.0,1.691151919866444,0.0
1.6953255425709517,1.0,1.6953255425709517,0.0
1.699499165275459,1.0,1.699499165275459,0.0
1.7036727879799667,1.0,1.7036727879799667,0.0
1.707846410684474,1.0,1.707846410684474,0.0
1.7120200333889817,1.0,1.7120200333889817,0.0
1.716193656093489,1.0,1.716193656093489,0.0
1.7203672787979967,1.0,1.7203672787979967,0.0
1.724540901502504,1.0,1.724540901502504,0.0
1.7287145242070117,1.0,1.7287145242070117,0.0
1.732888146911519,1.0,1.732888146911519,0.0
1.7370617696160267,1.0,1.7370617696160267,0.0
1.741235392320534,1.0,1.741235392320534,0.0
1.7454090150250416,1.0,1.7454090150250416,0.0
1.7495826377295494,1.0,1.7495826377295494,0.0
1.7537562604340566,1.0,1.7537562604340566,0.0
1.7579298831385644,1.0,1.7579298831385644,0.0
1.7621035058430716,1.0,1.7621035058430716,0.0
1.7662771285475793,1.0,1.7662771285475793,0.0
1.7704507512520866,1.0,1.7704507512520866,0.0
1.7746243739565943,1.0,1.7746243739565943,0.0
1.7787979966611016,1.0,1.7787979966611016,0.0
1.7829716193656093,1.0,1.7829716193656093,0.0
1.7871452420701166,1.0,1.7871452420701166,0.0
1.7913188647746243,1.0,1.7913188647746243,0.0
1.7954924874791316,1.0,1.7954924874791316,0.0
1.7996661101836393,1.0,1.7996661101836393,0.0
1.8038397328881466,1.0,1.8038397328881466,0.0
1.8080133555926543,1.0,1.8080133555926543,0.0
1.812186978297162,1.0,1.812186978297162,0.0
1.8163606010016693,1.0,1.8163606010016693,0.0
1.820534223706177,1.0,1.820534223706177,0.0
1.8247078464106843,1.0,1.8247078464106843,0.0
1.828881469115192,1.0,1.828881469115192,0.0
1.8330550918196993,1.0,1.8330550918196993,0.0
1.837228714524207,1.0,1.837228714524207,0.0
