w,re,im
0.047074745,1,0.047074745
0.048173109,1,0.048173109
0.0492971,1,0.0492971
0.050447316,1,0.050447316
0.051624369,1,0.051624369
0.052828886,1,0.052828886
0.054061507,1,0.054061507
0.055322888,1,0.055322888
0.0566137,1,0.0566137
0.057934629,1,0.057934629
0.059286379,1,0.059286379
0.060669668,1,0.060669668
0.062085233,1,0.062085233
0.063533826,1,0.063533826
0.065016218,1,0.065016218
0.066533198,1,0.066533198
0.068085572,1,0.068085572
0.069674167,1,0.069674167
0.071299828,1,0.071299828
0.072963419,1,0.072963419
0.074665825,1,0.074665825
0.076407953,1,0.076407953
0.078190728,1,0.078190728
0.0800151,1,0.0800151
0.081882039,1,0.081882039
0.083792537,1,0.083792537
0.085747613,1,0.085747613
0.087748304,1,0.087748304
0.089795676,1,0.089795676
0.091890819,1,0.091890819
0.094034845,1,0.094034845
0.096228897,1,0.096228897
0.098474142,1,0.098474142
0.10077177,1,0.10077177
0.10312301,1,0.10312301
0.10552911,1,0.10552911
0.10799135,1,0.10799135
0.11051104,1,0.11051104
0.11308952,1,0.11308952
0.11572816,1,0.11572816
0.11842837,1,0.11842837
0.12119158,1,0.12119158
0.12401926,1,0.12401926
0.12691292,1,0.12691292
0.1298741,1,0.1298741
0.13290436,1,0.13290436
0.13600533,1,0.13600533
0.13917865,1,0.13917865
0.14242601,1,0.14242601
0.14574914,1,0.14574914
0.14914981,1,0.14914981
0.15262982,1,0.15262982
0.15619103,1,0.15619103
0.15983533,1,0.15983533
0.16356466,1,0.16356466
0.16738101,1,0.16738101
0.1712864,1,0.1712864
0.17528291,1,0.17528291
0.17937266,1,0.17937266
0.18355785,1,0.18355785
0.18784068,1,0.18784068
0.19222344,1,0.19222344
0.19670846,1,0.19670846
0.20129813,1,0.20129813
0.20599488,1,0.20599488
0.21080122,1,0.21080122
0.2157197,1,0.2157197
0.22075295,1,0.22075295
0.22590363,1,0.22590363
0.23117449,1,0.23117449
0.23656832,1,0.23656832
0.24208801,1,0.24208801
0.24773649,1,0.24773649
0.25351676,1,0.25351676
0.2594319,1,0.2594319
0.26548505,1,0.26548505
0.27167943,1,0.27167943
0.27801835,1,0.27801835
0.28450516,1,0.28450516
0.29114333,1,0.29114333
0.29793638,1,0.29793638
0.30488793,1,0.30488793
0.31200168,1,0.31200168
0.3192814,1,0.3192814
0.32673098,1,0.32673098
0.33435438,1,0.33435438
0.34215564,1,0.34215564
0.35013893,1,0.35013893
0.35830849,1,0.35830849
0.36666866,1,0.36666866
0.37522389,1,0.37522389
0.38397874,1,0.38397874
0.39293786,1,0.39293786
0.40210601,1,0.40210601
0.41148808,1,0.41148808
0.42108906,1,0.42108906
0.43091405,1,0.43091405
0.44096827,1,0.44096827
0.45125709,1,0.45125709
0.46178597,1,0.46178597
0.47256051,1,0.47256051
0.48358645,1,0.48358645
0.49486965,1,0.49486965
0.50641611,1,0.50641611
0.51823198,1,0.51823198
0.53032354,1,0.53032354
0.54269722,1,0.54269722
0.55535961,1,0.55535961
0.56831744,1,0.56831744
0.58157761,1,0.58157761
0.59514717,1,0.59514717
0.60903334,1,0.60903334
0.62324351,1,0.62324351
0.63778523,1,0.63778523
0.65266624,1,0.65266624
0.66789447,1,0.66789447
0.683478,1,0.683478
0.69942514,1,0.69942514
0.71574435,1,0.71574435
0.73244434,1,0.73244434
0.74953397,1,0.74953397
0.76702234,1,0.76702234
0.78491876,1,0.78491876
0.80323274,1,0.80323274
0.82197403,1,0.82197403
0.8411526,1,0.8411526
0.86077865,1,0.86077865
0.88086262,1,0.88086262
0.9014152,1,0.9014152
0.92244731,1,0.92244731
0.94397016,1,0.94397016
0.96599518,1,0.96599518
0.98853409,1,0.98853409
1.0115989,1,1.0115989
1.0352019,1,1.0352019
1.0593555,1,1.0593555
1.0840728,1,1.0840728
1.1093667,1,1.1093667
1.1352508,1,1.1352508
1.1617389,1,1.1617389
1.1888449,1,1.1888449
1.2165834,1,1.2165834
1.2449692,1,1.2449692
1.2740172,1,1.2740172
1.303743,1,1.303743
1.3341624,1,1.3341624
1.3652915,1,1.3652915
1.3971469,1,1.3971469
1.4297456,1,1.4297456
1.4631049,1,1.4631049
1.4972425,1,1.4972425
1.5321767,1,1.5321767
1.5679259,1,1.5679259
1.6045093,1,1.6045093
1.6419462,1,1.6419462
1.6802567,1,1.6802567
1.719461,1,1.719461
1.75958,1,1.75958
1.8006351,1,1.8006351
1.8426481,1,1.8426481
1.8856414,1,1.8856414
1.9296378,1,1.9296378
1.9746607,1,1.9746607
2.0207342,1,2.0207342
2.0678826,1,2.0678826
2.1161311,1,2.1161311
2.1655054,1,2.1655054
2.2160317,1,2.2160317
2.2677368,1,2.2677368
2.3206484,1,2.3206484
2.3747945,1,2.3747945
2.430204,1,2.430204
2.4869064,1,2.4869064
2.5449317,1,2.5449317
2.6043109,1,2.6043109
2.6650755,1,2.6650755
2.7272579,1,2.7272579
2.7908912,1,2.7908912
2.8560092,1,2.8560092
2.9226465,1,2.9226465
2.9908387,1,2.9908387
3.0606219,1,3.0606219
3.1320333,1,3.1320333
3.205111,1,3.205111
3.2798937,1,3.2798937
3.3564212,1,3.3564212
3.4347344,1,3.4347344
3.5148747,1,3.5148747
3.5968849,1,3.5968849
3.6808086,1,3.6808086
3.7666905,1,3.7666905
3.8545761,1,3.8545761
3.9445124,1,3.9445124
4.036547,1,4.036547
4.1307291,1,4.1307291
4.2271086,1,4.2271086
4.3257369,1,4.3257369
4.4266664,1,4.4266664
4.5299508,1,4.5299508
4.6356451,1,4.6356451
4.7438055,1,4.7438055
4.8544896,1,4.8544896
4.9677561,1,4.9677561
5.0836654,1,5.0836654
5.2022792,1,5.2022792
5.3236605,1,5.3236605
5.4478739,1,5.4478739
5.5749855,1,5.5749855
5.7050629,1,5.7050629
5.8381753,1,5.8381753
5.9743935,1,5.9743935
6.11379,1,6.11379
6.256439,1,6.256439
6.4024163,1,6.4024163
6.5517995,1,6.5517995
6.7046683,1,6.7046683
6.8611038,1,6.8611038
7.0211893,1,7.0211893
7.18501,1,7.18501
7.3526531,1,7.3526531
7.5242076,1,7.5242076
7.6997649,1,7.6997649
7.8794183,1,7.8794183
8.0632635,1,8.0632635
8.2513982,1,8.2513982
8.4439225,1,8.4439225
8.6409389,1,8.6409389
8.8425521,1,8.8425521
9.0488695,1,9.0488695
9.2600007,1,9.2600007
9.4760581,1,9.4760581
9.6971566,1,9.6971566
9.9234138,1,9.9234138
10.15495,1,10.15495
10.391889,1,10.391889
10.634356,1,10.634356
10.88248,1,10.88248
11.136394,1,11.136394
11.396232,1,11.396232
11.662132,1,11.662132
11.934237,1,11.934237
12.212691,1,12.212691
12.497641,1,12.497641
12.78924,1,12.78924
13.087643,1,13.087643
13.393008,1,13.393008
13.705498,1,13.705498
14.025279,1,14.025279
14.352522,1,14.352522
14.6874,1,14.6874
15.030091,1,15.030091
15.380778,1,15.380778
15.739647,1,15.739647
16.10689,1,16.10689
16.482701,1,16.482701
16.867281,1,16.867281
17.260834,1,17.260834
17.663569,1,17.663569
18.075701,1,18.075701
18.49745,1,18.49745
18.929038,1,18.929038
19.370697,1,19.370697
19.82266,1,19.82266
20.285169,1,20.285169
20.758469,1,20.758469
21.242813,1,21.242813
21.738457,1,21.738457
22.245666,1,22.245666
22.764709,1,22.764709
23.295863,1,23.295863
23.839409,1,23.839409
24.395638,1,24.395638
24.964845,1,24.964845
25.547333,1,25.547333
26.143412,1,26.143412
26.753399,1,26.753399
27.377618,1,27.377618
28.016402,1,28.016402
28.670089,1,28.670089
29.339029,1,29.339029
30.023577,1,30.023577
30.724097,1,30.724097
31.440962,1,31.440962
32.174553,1,32.174553
32.92526,1,32.92526
33.693483,1,33.693483
34.479631,1,34.479631
35.284121,1,35.284121
36.107381,1,36.107381
36.949851,1,36.949851
37.811977,1,37.811977
38.694218,1,38.694218
39.597044,1,39.597044
40.520936,1,40.520936
41.466384,1,41.466384
42.433891,1,42.433891
43.423972,1,43.423972
44.437155,1,44.437155
45.473977,1,45.473977
46.534991,1,46.534991
47.620761,1,47.620761
48.731864,1,48.731864
49.868892,1,49.868892
51.032449,1,51.032449
52.223155,1,52.223155
53.441643,1,53.441643
54.688561,1,54.688561
55.964572,1,55.964572
57.270356,1,57.270356
58.606607,1,58.606607
59.974035,1,59.974035
61.373369,1,61.373369
62.805353,1,62.805353
64.270748,1,64.270748
65.770334,1,65.770334
67.304909,1,67.304909
68.87529,1,68.87529
70.482311,1,70.482311
72.126827,1,72.126827
73.809714,1,73.809714
75.531867,1,75.531867
77.294201,1,77.294201
79.097655,1,79.097655
80.943187,1,80.943187
82.83178,1,82.83178
84.764438,1,84.764438
86.74219,1,86.74219
88.766088,1,88.766088
90.837207,1,90.837207
92.956651,1,92.956651
95.125546,1,95.125546
97.345046,1,97.345046
99.616333,1,99.616333
101.94061,1,101.94061
104.31913,1,104.31913
106.75313,1,106.75313
109.24393,1,109.24393
111.79285,1,111.79285
114.40124,1,114.40124
117.07048,1,117.07048
119.80201,1,119.80201
122.59727,1,122.59727
125.45775,1,125.45775
128.38497,1,128.38497
131.38049,1,131.38049
134.44591,1,134.44591
137.58284,1,137.58284
140.79297,1,140.79297
144.078,1,144.078
147.43967,1,147.43967
150.87978,1,150.87978
154.40016,1,154.40016
158.00268,1,158.00268
161.68925,1,161.68925
165.46183,1,165.46183
169.32244,1,169.32244
173.27313,1,173.27313
177.31599,1,177.31599
181.45319,1,181.45319
185.68692,1,185.68692
190.01942,1,190.01942
194.45302,1,194.45302
198.99006,1,198.99006
203.63296,1,203.63296
208.38419,1,208.38419
213.24628,1,213.24628
218.22182,1,218.22182
223.31344,1,223.31344
228.52386,1,228.52386
233.85585,1,233.85585
239.31226,1,239.31226
244.89597,1,244.89597
250.60996,1,250.60996
256.45728,1,256.45728
262.44102,1,262.44102
268.56438,1,268.56438
274.83061,1,274.83061
281.24305,1,281.24305
287.80511,1,287.80511
294.52027,1,294.52027
301.39212,1,301.39212
308.4243,1,308.4243
315.62055,1,315.62055
322.98471,1,322.98471
330.5207,1,330.5207
338.23252,1,338.23252
346.12427,1,346.12427
354.20016,1,354.20016
362.46447,1,362.46447
370.92161,1,370.92161
379.57608,1,379.57608
388.43247,1,388.43247
397.4955,1,397.4955
406.77,1,406.77
416.26089,1,416.26089
425.97323,1,425.97323
435.91217,1,435.91217
446.08302,1,446.08302
456.49118,1,456.49118
467.14218,1,467.14218
478.04169,1,478.04169
489.19552,1,489.19552
500.60959,1,500.60959
512.28998,1,512.28998
524.2429,1,524.2429
536.4747,1,536.4747
548.99191,1,548.99191
561.80117,1,561.80117
574.9093,1,574.9093
588.32327,1,588.32327
602.05022,1,602.05022
616.09746,1,616.09746
630.47244,1,630.47244
645.18284,1,645.18284
660.23645,1,660.23645
675.64131,1,675.64131
691.40559,1,691.40559
707.5377,1,707.5377
724.0462,1,724.0462
740.93988,1,740.93988
758.22773,1,758.22773
775.91895,1,775.91895
794.02295,1,794.02295
812.54935,1,812.54935
831.50802,1,831.50802
850.90904,1,850.90904
870.76273,1,870.76273
891.07965,1,891.07965
911.87062,1,911.87062
933.14668,1,933.14668
954.91917,1,954.91917
977.19966,1,977.19966
1000,1,1000
